Azimuth,Elevation,Hour of Year,Longitude of Equator Crossing,Leap Year,Third Euler Angle
126.8871895,60.65498547,1,-40,1,210.1351192
125.7940489,61.10321319,2,-40,1,208.8816968
124.6980268,61.52735914,3,-40,1,207.6282745
123.5977101,61.92912399,4,-40,1,206.3748521
122.4933785,62.30957567,5,-40,1,205.1214297
121.3852933,62.66970702,6,-40,1,203.8680073
120.2736982,63.010441,7,-40,1,202.6145849
119.1588214,63.33263536,8,-40,1,201.3611625
118.0408768,63.63708719,9,-40,1,200.1077401
116.9200651,63.92453693,10,-40,1,198.8543177
115.7965749,64.19567216,11,-40,1,197.6008954
114.6705841,64.45113103,12,-40,1,196.347473
113.5422604,64.69150547,13,-40,1,195.0940506
112.4117623,64.91734412,14,-40,1,193.8406282
111.2792399,65.12915501,15,-40,1,192.5872058
110.1448358,65.32740799,16,-40,1,191.3337834
109.0086853,65.51253703,17,-40,1,190.080361
107.8709175,65.68494221,18,-40,1,188.8269387
106.7316559,65.84499168,19,-40,1,187.5735163
105.5910181,65.99302327,20,-40,1,186.3200939
104.4491174,66.12934614,21,-40,1,185.0666715
103.3060627,66.2542421,22,-40,1,183.8132491
102.1619586,66.36796694,23,-40,1,182.5598267
101.0169066,66.47075156,24,-40,1,181.3064043
99.87100487,66.56280294,25,-40,1,180.0529819
98.72434873,66.64430511,26,-40,1,178.7995596
97.57703111,66.71541995,27,-40,1,177.5461372
96.4291428,66.77628787,28,-40,1,176.2927148
95.28077273,66.82702838,29,-40,1,175.0392924
94.13200833,66.86774068,30,-40,1,173.78587
92.98293575,66.89850402,31,-40,1,172.5324476
91.83364018,66.91937807,32,-40,1,171.2790252
90.68420612,66.93040316,33,-40,1,170.0256029
89.53471762,66.93160044,34,-40,1,168.7721805
88.38525859,66.92297199,35,-40,1,167.5187581
87.23591304,66.90450079,36,-40,1,166.2653357
86.08676531,66.87615072,37,-40,1,165.0119133
84.93790042,66.83786632,38,-40,1,163.7584909
83.78940426,66.78957262,39,-40,1,162.5050685
82.64136393,66.73117478,40,-40,1,161.2516461
81.49386797,66.6625577,41,-40,1,159.9982238
80.3470067,66.58358554,42,-40,1,158.7448014
79.20087249,66.49410112,43,-40,1,157.491379
78.05556009,66.39392521,44,-40,1,156.2379566
76.91116701,66.28285583,45,-40,1,154.9845342
