Azimuth,Elevation,Hour of Year,Longitude of Equator Crossing,Leap Year,Third Euler Angle
150.2728331,37.76741758,1,-70,1,240.1351188
149.4919479,39.45354787,2,-70,1,238.8816964
148.6847376,41.04683293,3,-70,1,237.628274
147.8520265,42.55371135,4,-70,1,236.3748516
146.9957632,43.97827738,5,-70,1,235.1214292
146.117752,45.32467084,6,-70,1,233.8680068
145.2196594,46.59700566,7,-70,1,232.6145844
144.3030214,47.79931545,8,-70,1,231.3611621
143.3692507,48.93551351,9,-70,1,230.1077397
142.4196459,50.00936446,10,-70,1,228.8543173
141.4553991,51.02446541,11,-70,1,227.6008949
140.4776045,51.9842346,12,-70,1,226.3474725
139.487266,52.89190591,13,-70,1,225.0940501
138.4853052,53.75052772,14,-70,1,223.8406277
137.4725676,54.56296519,15,-70,1,222.5872053
136.4498297,55.33190488,16,-70,1,221.333783
135.4178054,56.05986103,17,-70,1,220.0803606
134.3771506,56.74918306,18,-70,1,218.8269382
133.3284692,57.40206371,19,-70,1,217.5735158
132.2723176,58.02054743,20,-70,1,216.3200934
131.2092084,58.60653912,21,-70,1,215.066671
130.1396153,59.1618125,22,-70,1,213.8132486
129.0639757,59.68801853,23,-70,1,212.5598262
127.9826944,60.18669336,24,-70,1,211.3064039
126.8961463,60.65926597,25,-70,1,210.0529815
125.8046794,61.10706547,26,-70,1,208.7995591
124.7086166,61.53132784,27,-70,1,207.5461367
123.6082586,61.93320242,28,-70,1,206.2927143
122.5038853,62.3137578,29,-70,1,205.0392919
121.3957577,62.67398749,30,-70,1,203.7858695
120.2841198,63.01481497,31,-70,1,202.5324472
119.1691997,63.33709857,32,-70,1,201.2790248
118.0512114,63.64163584,33,-70,1,200.0256024
116.9303556,63.92916768,34,-70,1,198.77218
115.806821,64.20038204,35,-70,1,197.5187576
114.6807855,64.45591749,36,-70,1,196.2653352
113.5524166,64.69636631,37,-70,1,195.0119128
112.4218731,64.92227744,38,-70,1,193.7584904
111.289305,65.13415921,39,-70,1,192.5050681
110.1548549,65.33248176,40,-70,1,191.2516457
109.0186581,65.51767931,41,-70,1,189.9982233
107.8808437,65.6901522,42,-70,1,188.7448009
106.741535,65.85026879,43,-70,1,187.4913785
105.60085,65.99836716,44,-70,1,186.2379561
104.4589016,66.13475663,45,-70,1,184.9845337
103.3157988,66.25971924,46,-70,1,183.7311114
102.1716464,66.37351097,47,-70,1,182.477689
101.0265456,66.47636286,48,-70,1,181.2242666
99.88059466,66.56848208,49,-70,1,179.9708442
98.73388886,66.65005286,50,-70,1,178.7174218
97.58652114,66.72123721,51,-70,1,177.4639994
96.43858223,66.78217568,52,-70,1,176.210577
95.29016105,66.83298798,53,-70,1,174.9571546
94.14134499,66.87377344,54,-70,1,173.7037323
92.99222018,66.90461146,55,-70,1,172.4503099
91.84287176,66.92556188,56,-70,1,171.1968875
90.69338421,66.93666515,57,-70,1,169.9434651
89.54384155,66.9379426,58,-70,1,168.6900427
88.39432764,66.92939644,59,-70,1,167.4366203
87.24492643,66.91100984,60,-70,1,166.1831979
86.09572225,66.88274681,61,-70,1,164.9297756
84.94680005,66.84455207,62,-70,1,163.6763532
83.79824569,66.79635079,63,-70,1,162.4229308
82.6501462,66.73804832,64,-70,1,161.1695084
81.50259008,66.66952974,65,-70,1,159.916086
80.35566758,66.59065938,66,-70,1,158.6626636
79.20947102,66.50128025,67,-70,1,157.4092412
78.06409509,66.40121333,68,-70,1,156.1558188
76.91963721,66.29025681,69,-70,1,154.9023965
75.77619785,66.1681852,70,-70,1,153.6489741
74.63388091,66.03474834,71,-70,1,152.3955517
73.49279413,65.88967026,72,-70,1,151.1421293
72.35304951,65.73264795,73,-70,1,149.8887069
71.21476371,65.56334996,74,-70,1,148.6352845
70.0780586,65.38141494,75,-70,1,147.3818621
68.94306173,65.18644989,76,-70,1,146.1284398
67.80990693,64.97802837,77,-70,1,144.8750174
66.67873484,64.75568842,78,-70,1,143.621595
65.54969364,64.51893044,79,-70,1,142.3681726
64.42293974,64.26721468,80,-70,1,141.1147502
63.29863851,63.99995864,81,-70,1,139.8613278
62.17696517,63.7165342,82,-70,1,138.6079054
61.05810568,63.41626447,83,-70,1,137.354483
59.94225775,63.09842036,84,-70,1,136.1010607
58.82963196,62.76221691,85,-70,1,134.8476383
57.72045293,62.40680926,86,-70,1,133.5942159
56.61496064,62.0312882,87,-70,1,132.3407935
55.51341192,61.63467561,88,-70,1,131.0873711
54.41608201,61.21591919,89,-70,1,129.8339487
53.32326633,60.7738871,90,-70,1,128.5805263
52.23528243,60.30736195,91,-70,1,127.327104
51.15247207,59.81503454,92,-70,1,126.0736816
50.07520365,59.29549703,93,-70,1,124.8202592
49.00387471,58.74723579,94,-70,1,123.5668368
47.93891487,58.16862379,95,-70,1,122.3134144
46.8807889,57.55791262,96,-70,1,121.059992
45.83000028,56.91322417,97,-70,1,119.8065696
44.78709491,56.23254211,98,-70,1,118.5531472
43.75266539,55.51370318,99,-70,1,117.2997249
42.72735558,54.75438865,100,-70,1,116.0463025
41.71186566,53.95211592,101,-70,1,114.7928801
40.7069576,53.10423084,102,-70,1,113.5394577
39.7134612,52.20790092,103,-70,1,112.2860353
38.73228052,51.26011022,104,-70,1,111.0326129
37.7644008,50.25765633,105,-70,1,109.7791905
36.81089596,49.19715048,106,-70,1,108.5257682
35.87293642,48.07502191,107,-70,1,107.2723458
34.95179722,46.88752757,108,-70,1,106.0189234
34.04886642,45.63076907,109,-70,1,104.765501
33.16565353,44.30071862,110,-70,1,103.5120786
32.30379752,42.8932562,111,-70,1,102.2586562
31.46507434,41.40422057,112,-70,1,101.0052338
30.6514033,39.82947682,113,-70,1,99.75181145
29.86485164,38.16500331,114,-70,1,98.49838906
29.10763672,36.40700083,115,-70,1,97.24496667
28.3821247,34.55202611,116,-70,1,95.99154429
27.69082475,32.59715123,117,-70,1,94.7381219
27.03637763,30.54014861,118,-70,1,93.48469951
26.42153735,28.37969908,119,-70,1,92.23127713
25.84914474,26.11561751,120,-70,1,90.97785474
25.32209187,23.74908639,121,-70,1,89.72443235
24.84327695,21.28288348,122,-70,1,88.47100997
24.41554936,18.72158507,123,-70,1,87.21758758
24.04164606,16.07172299,124,-70,1,85.96416519
23.72412093,13.34187133,125,-70,1,84.71074281
23.46527036,10.5426402,126,-70,1,83.45732042
23.26705911,7.686558489,127,-70,1,82.20389803
23.13105108,4.787836593,128,-70,1,80.95047565
23.05835072,1.862012276,129,-70,1,79.69705326
23.0495594,358.925497,130,-70,1,78.44363087
23.10475106,355.9950534,131,-70,1,77.19020849
23.2234692,353.0872442,132,-70,1,75.9367861
23.40474547,350.2178971,133,-70,1,74.68336371
23.64713824,347.4016292,134,-70,1,73.42994133
23.94878763,344.6514625,135,-70,1,72.17651894
24.30748218,341.9785535,136,-70,1,70.92309655
24.72073222,339.3920436,137,-70,1,69.66967417
25.18584464,336.8990234,138,-70,1,68.41625178
