Azimuth,Elevation,Hour of Year,Longitude of Equator Crossing,Leap Year,Third Euler Angle
150.3681516,37.72669117,1,-70,0,239.4010078
149.5879035,39.42021485,2,-70,0,238.1475854
148.7812012,41.02032735,3,-70,0,236.894163
147.9488795,42.53348885,4,-70,0,235.6407406
147.0929005,43.9638245,5,-70,0,234.3873183
146.215081,45.31550719,6,-70,0,233.1338959
145.3170987,46.59268476,7,-70,0,231.8804735
144.4004994,47.79942463,8,-70,0,230.6270511
143.4667049,48.93967306,9,-70,0,229.3736287
142.5170216,50.01722629,10,-70,0,228.1202063
141.5526486,51.03571139,11,-70,0,226.8667839
140.5746862,51.99857473,12,-70,0,225.6133616
139.5841439,52.90907637,13,-70,0,224.3599392
138.5819476,53.77028895,14,-70,0,223.1065168
137.5689472,54.58509992,15,-70,0,221.8530944
136.545923,55.35621633,16,-70,0,220.599672
135.5135917,56.08617118,17,-70,0,219.3462496
134.4726122,56.77733096,18,-70,0,218.0928272
133.4235907,57.43190397,19,-70,0,216.8394048
132.3670855,58.05194884,20,-70,0,215.5859825
131.3036114,58.63938332,21,-70,0,214.3325601
130.2336433,59.19599285,22,-70,0,213.0791377
129.15762,59.72343898,23,-70,0,211.8257153
128.0759475,60.22326749,24,-70,0,210.5722929
126.9890019,60.69691613,25,-70,0,209.3188705
125.8971317,61.14572193,26,-70,0,208.0654481
124.8006609,61.57092814,27,-70,0,206.8120258
123.6998904,61.97369062,28,-70,0,205.5586034
122.595101,62.35508401,29,-70,0,204.305181
121.4865538,62.71610721,30,-70,0,203.0517586
120.3744934,63.05768873,31,-70,0,201.7983362
119.2591482,63.38069142,32,-70,0,200.5449138
118.1407322,63.68591702,33,-70,0,199.2914914
117.0194465,63.97411023,34,-70,0,198.038069
115.8954799,64.24596254,35,-70,0,196.7846467
114.7690103,64.50211571,36,-70,0,195.5312243
113.6402055,64.74316504,37,-70,0,194.2778019
112.509224,64.96966222,38,-70,0,193.0243795
111.3762159,65.18211814,39,-70,0,191.7709571
110.2413238,65.38100531,40,-70,0,190.5175347
109.1046829,65.56676019,41,-70,0,189.2641123
107.9664223,65.73978519,42,-70,0,188.01069
106.8266652,65.90045062,43,-70,0,186.7572676
105.6855294,66.04909639,44,-70,0,185.5038452
104.5431277,66.1860336,45,-70,0,184.2504228
103.3995689,66.31154593,46,-70,0,182.9970004
102.2549576,66.42589092,47,-70,0,181.743578
101.1093949,66.52930116,48,-70,0,180.4901556
99.96297884,66.62198529,49,-70,0,179.2367332
98.81580446,66.70412891,50,-70,0,177.9833109
97.66796443,66.77589545,51,-70,0,176.7298885
96.51954927,66.83742679,52,-70,0,175.4764661
95.37064762,66.88884395,53,-70,0,174.2230437
94.22134659,66.93024759,54,-70,0,172.9696213
93.07173201,66.96171841,55,-70,0,171.7161989
91.92188871,66.98331751,56,-70,0,170.4627765
90.77190085,66.99508666,57,-70,0,169.2093542
89.62185208,66.99704847,58,-70,0,167.9559318
88.47182591,66.98920649,59,-70,0,166.7025094
87.32190592,66.9715452,60,-70,0,165.449087
86.17217602,66.94402996,61,-70,0,164.1956646
85.02272075,66.90660689,62,-70,0,162.9422422
83.8736255,66.85920259,63,-70,0,161.6888198
82.72497686,66.80172386,64,-70,0,160.4353974
81.57686282,66.7340573,65,-70,0,159.1819751
80.4293731,66.65606877,66,-70,0,157.9285527
79.2825995,66.56760292,67,-70,0,156.6751303
78.13663611,66.4684824,68,-70,0,155.4217079
76.99157973,66.35850714,69,-70,0,154.1682855
75.8475302,66.2374535,70,-70,0,152.9148631
74.70459073,66.1050732,71,-70,0,151.6614407
73.56286835,65.96109227,72,-70,0,150.4080183
72.42247426,65.8052098,73,-70,0,149.154596
71.28352434,65.63709653,74,-70,0,147.9011736
70.14613958,65.4563934,75,-70,0,146.6477512
69.01044662,65.26270983,76,-70,0,145.3943288
67.8765783,65.05562193,77,-70,0,144.1409064
66.74467425,64.83467043,78,-70,0,142.887484
65.61488152,64.59935853,79,-70,0,141.6340616
64.48735535,64.34914944,80,-70,0,140.3806393
63.36225985,64.08346381,81,-70,0,139.1272169
62.23976889,63.80167679,82,-70,0,137.8737945
61.12006703,63.50311497,83,-70,0,136.6203721
60.00335041,63.18705291,84,-70,0,135.3669497
58.88982798,62.85270948,85,-70,0,134.1135273
57.7797226,62.49924382,86,-70,0,132.8601049
56.67327238,62.125751,87,-70,0,131.6066825
55.57073211,61.73125728,88,-70,0,130.3532602
54.47237488,61.31471504,89,-70,0,129.0998378
53.37849378,60.87499724,90,-70,0,127.8464154
52.28940384,60.41089151,91,-70,0,126.592993
51.20544417,59.92109385,92,-70,0,125.3395706
50.12698025,59.4042018,93,-70,0,124.0861482
49.05440655,58.8587072,94,-70,0,122.8327258
47.98814934,58.28298863,95,-70,0,121.5793035
46.92866983,57.67530329,96,-70,0,120.3258811
45.87646763,57.0337787,97,-70,0,119.0724587
44.83208453,56.356404,98,-70,0,117.8190363
43.79610872,55.64102124,99,-70,0,116.5656139
42.76917933,54.88531657,100,-70,0,115.3121915
41.75199145,54.08681175,101,-70,0,114.0587691
40.74530171,53.24285619,102,-70,0,112.8053467
39.74993413,52.35061998,103,-70,0,111.5519244
38.76678671,51.40708829,104,-70,0,110.298502
37.7968383,50.40905805,105,-70,0,109.0450796
36.84115609,49.35313754,106,-70,0,107.7916572
35.9009035,48.23575012,107,-70,0,106.5382348
34.97734834,47.05314328,108,-70,0,105.2848124
34.07187134,45.80140473,109,-70,0,104.03139
33.18597455,44.47648739,110,-70,0,102.7779677
32.32128966,43.07424554,111,-70,0,101.5245453
31.47958562,41.59048463,112,-70,0,100.2711229
30.66277524,40.02102756,113,-70,0,99.01770049
29.87292012,38.36180042,114,-70,0,97.76427811
29.11223314,36.60894036,115,-70,0,96.51085572
28.3830776,34.75892816,116,-70,0,95.25743333
27.68796193,32.80874688,117,-70,0,94.00401095
27.0295288,30.75606675,118,-70,0,92.75058856
26.41053731,28.59945389,119,-70,0,91.49716617
25.83383725,26.33859764,120,-70,0,90.24374379
25.30233399,23.97454712,121,-70,0,88.9903214
24.81894384,21.50994337,122,-70,0,87.73689901
24.38653936,18.94922865,123,-70,0,86.48347663
24.00788575,16.29881084,124,-70,0,85.23005424
23.68557001,13.56715861,125,-70,0,83.97663185
23.4219258,10.76480387,126,-70,0,82.72320947
23.21895824,7.904232702,127,-70,0,81.46978708
23.07827342,4.999654522,128,-70,0,80.21636469
23.001018,2.066651684,129,-70,0,78.96294231
22.98783394,359.1217261,130,-70,0,77.70951992
23.03883236,356.1817731,131,-70,0,76.45609753
23.15358889,353.2635234,132,-70,0,75.20267515
23.33116123,350.3829981,133,-70,0,73.94925276
23.57012684,347.5550213,134,-70,0,72.69583037
23.8686377,344.7928243,135,-70,0,71.44240799
24.22448731,342.1077644,136,-70,0,70.1889856
24.6351845,339.5091663,137,-70,0,68.93556321
25.09802923,337.0042804,138,-70,0,67.68214083
25.61018553,334.5983425,139,-70,0,66.42871844
26.16874847,332.2947125,140,-70,0,65.17529605
26.77080262,330.0950684,141,-70,0,63.92187367
27.41347088,327.9996312,142,-70,0,62.66845128
28.09395351,326.0074014,143,-70,0,61.41502889
28.80955754,324.1163921,144,-70,0,60.16160651
29.5577178,322.3238456,145,-70,0,58.90818412
30.33601047,320.6264289,146,-70,0,57.65476173
31.14216055,319.0204033,147,-70,0,56.40133935
31.97404438,317.5017673,148,-70,0,55.14791696
32.82968842,316.0663749,149,-70,0,53.89449457
33.70726527,314.7100294,150,-70,0,52.64107219
34.60508766,313.4285582,151,-70,0,51.3876498
35.52160115,312.2178684,152,-70,0,50.13422741
36.45537608,311.0739884,153,-70,0,48.88080503
37.40509919,309.9930974,154,-70,0,47.62738264
38.36956505,308.971545,155,-70,0,46.37396025
39.34766784,308.0058623,156,-70,0,45.12053787
40.33839321,307.0927684,157,-70,0,43.86711548
41.34081074,306.2291709,158,-70,0,42.61369309
42.35406672,305.4121645,159,-70,0,41.36027071
43.37737747,304.6390251,160,-70,0,40.10684832
44.41002321,303.9072046,161,-70,0,38.85342593
45.45134238,303.2143222,162,-70,0,37.60000355
46.50072631,302.5581567,163,-70,0,36.34658116
47.55761462,301.9366376,164,-70,0,35.09315877
48.62149074,301.3478365,165,-70,0,33.83973639
49.69187803,300.789958,166,-70,0,32.586314
50.76833619,300.2613316,167,-70,0,31.33289161
51.85045795,299.7604034,168,-70,0,30.07946923
52.93786615,299.2857283,169,-70,0,28.82604684
54.03021108,298.8359622,170,-70,0,27.57262445
55.12716799,298.4098559,171,-70,0,26.31920207
56.22843495,298.0062478,172,-70,0,25.06577968
57.33373078,297.6240583,173,-70,0,23.81235729
58.44279332,297.2622835,174,-70,0,22.55893491
59.55537769,296.9199908,175,-70,0,21.30551252
60.67125487,296.5963132,176,-70,0,20.05209013
61.79021029,296.2904456,177,-70,0,18.79866775
62.91204259,296.0016399,178,-70,0,17.54524536
64.03656252,295.7292016,179,-70,0,16.29182297
65.16359189,295.472486,180,-70,0,15.03840059
66.2929626,295.2308953,181,-70,0,13.7849782
67.42451581,295.0038755,182,-70,0,12.53155581
68.55810114,294.7909134,183,-70,0,11.27813343
69.69357593,294.5915345,184,-70,0,10.02471104
70.83080458,294.4053004,185,-70,0,8.771288652
71.96965793,294.231807,186,-70,0,7.517866265
73.11001268,294.0706822,187,-70,0,6.264443878
74.25175088,293.9215846,188,-70,0,5.011021492
75.39475941,293.7842016,189,-70,0,3.757599105
76.53892957,293.6582483,190,-70,0,2.504176718
77.68415657,293.5434656,191,-70,0,1.250754332
78.83033923,293.43962,192,-70,0,359.9973319
79.97737953,293.3465014,193,-70,0,358.7439096
81.12518227,293.2639231,194,-70,0,357.4904872
82.27365476,293.1917208,195,-70,0,356.2370648
83.42270646,293.1297514,196,-70,0,354.9836424
84.57224869,293.0778929,197,-70,0,353.73022
