Azimuth,Elevation,Hour of Year,Longitude of Equator Crossing,Leap Year,Third Euler Angle
72.33022866,65.70951764,1,20,1,150.1352097
71.19042731,65.53942799,2,20,1,148.8817874
70.05394267,65.35707131,3,20,1,147.628365
68.91917184,65.16166788,4,20,1,146.3749426
67.78624894,64.95279034,5,20,1,145.1215202
66.65531498,64.72997584,6,20,1,143.8680978
65.52651853,64.49272376,7,20,1,142.6146754
64.40001636,64.24049332,8,20,1,141.361253
63.2759743,63.97270095,9,20,1,140.1078307
62.15456799,63.68871734,10,20,1,138.8544083
61.03598389,63.38786442,11,20,1,137.6009859
59.92042023,63.06941181,12,20,1,136.3475635
58.80808813,62.73257319,13,20,1,135.0941411
57.69921281,62.37650228,14,20,1,133.8407187
56.5940349,62.00028841,15,20,1,132.5872963
55.4928119,61.60295186,16,20,1,131.3338739
54.3958198,61.1834387,17,20,1,130.0804516
53.30335481,60.74061539,18,20,1,128.8270292
52.21573532,60.27326275,19,20,1,127.5736068
51.133304,59.78006969,20,20,1,126.3201844
50.05643024,59.25962647,21,20,1,125.066762
48.98551264,58.71041748,22,20,1,123.8133396
47.92098196,58.13081367,23,20,1,122.5599172
46.8633042,57.51906456,24,20,1,121.3064949
45.81298414,56.87328998,25,20,1,120.0530725
44.77056911,56.19147156,26,20,1,118.7996501
43.73665321,55.47144406,27,20,1,117.5462277
42.71188195,54.71088687,28,20,1,116.2928053
41.69695723,53.90731566,29,20,1,115.0393829
40.69264291,53.05807481,30,20,1,113.7859605
39.69977075,52.16033067,31,20,1,112.5325381
38.71924692,51.21106659,32,20,1,111.2791158
37.75205889,50.20708002,33,20,1,110.0256934
36.79928293,49.14498284,34,20,1,108.772271
35.86209188,48.02120584,35,20,1,107.5188486
34.94176334,46.83200873,36,20,1,106.2654262
34.03968796,45.57349736,37,20,1,105.0120038
33.15737785,44.24164997,38,20,1,103.7585814
32.29647459,42.83235473,39,20,1,102.5051591
31.45875665,41.34146115,40,20,1,101.2517367
30.64614569,39.76484807,41,20,1,99.99831428
29.86071106,38.09851106,42,20,1,98.74489189
29.10467179,36.33867195,43,20,1,97.4914695
28.38039526,34.48191279,44,20,1,96.23804712
27.69039108,32.52533548,45,20,1,94.98462473
27.03729965,30.46674682,46,20,1,93.73120234
26.42387345,28.30486647,47,20,1,92.47777996
25.85295055,26.03955196,48,20,1,91.22435757
25.32741878,23.67203137,49,20,1,89.97093518
24.85017046,21.20512943,50,20,1,88.7175128
24.42404732,18.64346885,51,20,1,87.46409041
24.05177695,15.99362477,52,20,1,86.21066802
23.73590215,13.26420871,53,20,1,84.95724564
23.47870682,10.46585923,54,20,1,83.70382325
23.28214201,7.61112206,55,20,1,82.45040086
23.14775735,4.714210402,56,20,1,81.19697848
23.0766428,1.790649532,57,20,1,79.94355609
23.0693858,358.8568229,58,20,1,78.6901337
23.12604742,355.9294506,59,20,1,77.43671132
23.24615988,353.0250406,60,20,1,76.18328893
23.42874562,350.1593571,61,20,1,74.92986654
23.67235608,347.3469483,62,20,1,73.67644416
23.97512685,344.6007662,63,20,1,72.42302177
24.33484433,341.9318996,64,20,1,71.16959938
24.74901885,339.3494276,65,20,1,69.916177
25.21495923,336.860386,66,20,1,68.66275461
25.72984441,334.469832,67,20,1,67.40933222
26.29078892,332.1809845,68,20,1,66.15590984
26.89489998,329.9954168,69,20,1,64.90248745
27.53932505,327.9132789,70,20,1,63.64906506
28.22128975,325.9335301,71,20,1,62.39564268
28.93812647,324.0541665,72,20,1,61.14222029
29.6872947,322.2724338,73,20,1,59.8887979
30.46639411,320.5850178,74,20,1,58.63537552
31.27317169,318.9882098,75,20,1,57.38195313
32.10552411,317.4780465,76,20,1,56.12853074
32.96149644,316.050425,77,20,1,54.87510836
33.83927811,314.7011948,78,20,1,53.62168597
34.73719697,313.4262301,79,20,1,52.36826358
35.65371212,312.2214848,80,20,1,51.1148412
36.58740592,311.0830329,81,20,1,49.86141881
37.53697576,310.0070972,82,20,1,48.60799642
38.50122561,308.9900681,83,20,1,47.35457404
39.47905787,308.0285156,84,20,1,46.10115165
40.46946544,307.1191945,85,20,1,44.84772926
41.47152423,306.259046,86,20,1,43.59430688
42.48438605,305.4451948,87,20,1,42.34088449
43.50727206,304.6749451,88,20,1,41.0874621
44.5394667,303.9457742,89,20,1,39.83403972
45.58031199,303.2553247,90,20,1,38.58061733
46.62920251,302.6013966,91,20,1,37.32719494
47.68558054,301.9819386,92,20,1,36.07377256
48.74893194,301.3950398,93,20,1,34.82035017
49.81878209,300.8389207,94,20,1,33.56692778
50.89469244,300.3119252,95,20,1,32.3135054
51.97625725,299.8125125,96,20,1,31.06008301
53.06310066,299.339249,97,20,1,29.80666062
54.15487406,298.8908018,98,20,1,28.55323824
55.25125363,298.4659313,99,20,1,27.29981585
56.35193821,298.0634848,100,20,1,26.04639346
57.45664732,297.6823906,101,20,1,24.79297108
58.56511932,297.3216524,102,20,1,23.53954869
59.67710978,296.9803442,103,20,1,22.2861263
60.79239005,296.6576053,104,20,1,21.03270391
61.91074581,296.352636,105,20,1,19.77928153
63.03197596,296.0646933,106,20,1,18.52585914
64.15589136,295.7930875,107,20,1,17.27243675
65.28231393,295.5371782,108,20,1,16.01901437
66.41107563,295.2963718,109,20,1,14.76559198
67.5420176,295.0701177,110,20,1,13.51216959
68.67498944,294.8579064,111,20,1,12.25874721
69.80984841,294.6592663,112,20,1,11.00532482
70.94645882,294.4737623,113,20,1,9.751902434
72.08469137,294.3009927,114,20,1,8.498480047
73.2244226,294.1405885,115,20,1,7.245057661
74.36553436,293.9922103,116,20,1,5.991635274
75.50791335,293.8555482,117,20,1,4.738212887
76.65145061,293.7303191,118,20,1,3.484790501
77.79604112,293.6162665,119,20,1,2.231368114
78.94158342,293.5131584,120,20,1,0.977945727
80.08797918,293.4207872,121,20,1,359.7245233
81.2351329,293.3389678,122,20,1,358.471101
82.38295155,293.2675377,123,20,1,357.2176786
83.53134424,293.2063556,124,20,1,355.9642562
84.68022192,293.1553014,125,20,1,354.7108338
85.82949709,293.1142751,126,20,1,353.4574114
86.97908351,293.083197,127,20,1,352.203989
88.12889589,293.0620065,128,20,1,350.9505666
89.27884969,293.0506627,129,20,1,349.6971442
90.42886077,293.049144,130,20,1,348.4437219
91.57884519,293.0574475,131,20,1,347.1902995
92.7287189,293.0755897,132,20,1,345.9368771
93.8783975,293.1036061,133,20,1,344.6834547
95.02779597,293.1415515,134,20,1,343.4300323
96.17682839,293.1895004,135,20,1,342.1766099
97.32540767,293.247547,136,20,1,340.9231875
98.47344525,293.3158056,137,20,1,339.6697652
99.62085086,293.3944116,138,20,1,338.4163428
100.7675321,293.4835215,139,20,1,337.1629204
101.9133944,293.583314,140,20,1,335.909498
103.0583401,293.6939903,141,20,1,334.6560756
104.2022689,293.8157754,142,20,1,333.4026532
105.3450768,293.9489192,143,20,1,332.1492308
106.4866562,294.0936971,144,20,1,330.8958084
107.626895,294.2504116,145,20,1,329.6423861
108.7656766,294.4193936,146,20,1,328.3889637
109.9028793,294.6010041,147,20,1,327.1355413
111.0383755,294.7956355,148,20,1,325.8821189
112.1720315,295.0037138,149,20,1,324.6286965
113.3037067,295.2257002,150,20,1,323.3752741
114.4332531,295.462094,151,20,1,322.1218517
115.5605145,295.7134342,152,20,1,320.8684294
116.6853255,295.9803027,153,20,1,319.615007
117.8075112,296.2633272,154,20,1,318.3615846
118.9268857,296.5631838,155,20,1,317.1081622
120.0432516,296.8806009,156,20,1,315.8547398
121.1563986,297.216363,157,20,1,314.6013174
122.2661023,297.5713141,158,20,1,313.347895
123.372123,297.9463629,159,20,1,312.0944726
124.4742042,298.3424868,160,20,1,310.8410503
125.5720711,298.7607373,161,20,1,309.5876279
126.6654285,299.2022457,162,20,1,308.3342055
127.7539595,299.6682286,163,20,1,307.0807831
128.8373226,300.1599947,164,20,1,305.8273607
129.9151501,300.6789511,165,20,1,304.5739383
130.987045,301.2266108,166,20,1,303.3205159
132.0525781,301.8046005,167,20,1,302.0670936
133.1112855,302.414668,168,20,1,300.8136712
134.1626642,303.0586912,169,20,1,299.5602488
135.2061693,303.7386863,170,20,1,298.3068264
136.2412088,304.4568163,171,20,1,297.053404
137.2671397,305.2154004,172,20,1,295.7999816
138.2832628,306.0169215,173,20,1,294.5465592
139.2888171,306.8640348,174,20,1,293.2931368
140.2829737,307.7595738,175,20,1,292.0397145
141.2648297,308.7065563,176,20,1,290.7862921
142.2334008,309.7081871,177,20,1,289.5328697
143.1876143,310.7678582,178,20,1,288.2794473
144.1263008,311.8891441,179,20,1,287.0260249
145.0481864,313.075793,180,20,1,285.7726025
145.9518841,314.3317096,181,20,1,284.5191801
146.8358853,315.6609294,182,20,1,283.2657578
147.698552,317.0675814,183,20,1,282.0123354
148.5381089,318.5558383,184,20,1,280.758913
149.3526371,320.1298479,185,20,1,279.5054906
150.1400696,321.7936472,186,20,1,278.2520682
150.8981889,323.5510531,187,20,1,276.9986458
151.624628,325.4055289,188,20,1,275.7452234
152.3168768,327.3600247,189,20,1,274.491801
152.9722923,329.4167924,190,20,1,273.2383787
153.588118,331.5771771,191,20,1,271.9849563
154.1615094,333.8413906,192,20,1,270.7315339
154.68957,336.2082769,193,20,1,269.4781115
155.1693962,338.6750833,194,20,1,268.2246891
155.5981322,341.2372555,195,20,1,266.9712667
155.9730338,343.8882787,196,20,1,265.7178443
156.2915391,346.6195895,197,20,1,264.464422
156.5513435,349.42058,198,20,1,263.2109996
156.7504738,352.2787137,199,20,1,261.9575772
156.8873575,355.1797628,200,20,1,260.7041548
156.9608828,358.1081616,201,20,1,259.4507324
156.9704413,1.047461618,202,20,1,258.19731
156.9159538,3.980855686,203,20,1,256.9438876
156.7978729,6.891731549,204,20,1,255.6904652
156.6171647,9.76420941,205,20,1,254.4370429
156.3752703,12.58362105,206,20,1,253.1836205
156.0740508,15.33689638,207,20,1,251.9301981
