(index + 1),Azimuth[index],Elevation[index],SunXComponents[index],SunYComponents[index],SunZComponents[index]
1,23.74270662,13.19245188,134648527.8,57663270.06,13558947.87
2,23.48697368,10.39437082,134911983.7,57663270.06,10610330.55
3,23.29187584,7.540301763,135110616,57662654.06,7665718.744
4,23.15894997,4.644468199,135244986.4,57662037.85,4717470.028
5,23.08927295,1.722392649,135315030.7,57661421.42,1766986.662
6,23.08341924,358.7904422,135320715.3,57660804.77,-1184328.03
7,23.14143766,355.8653073,135262037.4,57660187.9,-4135070.319
8,23.26284934,352.9634548,135139024.5,57659570.82,-7083836.746
9,23.44666723,350.1005988,134951735,57658953.52,-10029224.79
10,23.69143519,347.2912312,134700257.6,57658336.01,-12969833.51
11,23.99528326,344.5482451,134384711.9,57657718.27,-15904264.28
12,24.35599435,341.8826711,134005247.5,57657100.32,-18831121.35
13,24.77107728,339.3035333,133562044.8,57656482.16,-21749012.6
14,25.23784107,336.8178177,133055314.2,57655863.77,-24656550.18
15,25.75346639,334.4305388,132485296.7,57655245.17,-27552351.12
16,26.3150707,332.1448799,131852263,57654626.36,-30435038.07
17,26.91976502,329.9623867,131156514,57654007.32,-33303239.88
18,27.56470125,327.8831884,130398380.5,57653388.07,-36155592.29
19,28.24710983,325.9062301,129578222.7,57652768.6,-38990738.59
20,28.96432815,324.0294995,128696430.5,57652148.92,-41807330.24
21,29.71382068,322.2502385,127753423.1,57651529.02,-44604027.52
22,30.49319196,320.5651327,126749648.7,57650908.9,-47379500.15
23,31.30019366,318.9704765,125685584.7,57650288.57,-50132427.96
24,32.13272686,317.4623117,124561736.8,57649668.01,-52861501.51
25,32.98884071,316.0365419,123378639.3,57649047.25,-55565422.66
26,33.86672844,314.6890244,122136854.8,57648426.26,-58242905.27
27,34.76472134,313.4156415,120836973.6,57647805.06,-60892675.75
28,35.68128166,312.2123559,119479613.9,57647183.64,-63513473.68
29,36.6149946,311.0752499,118065420.9,57646562.01,-66104052.43
30,37.56456009,310.0005548,116595067.2,57645940.15,-68663179.73
31,38.52878441,308.9846691,115069251.7,57645318.08,-71189638.26
32,39.506572,308.0241706,113488700.1,57644695.8,-73682226.25
33,40.49691761,307.1158214,111854163.9,57644073.3,-76139758.02
34,41.49889876,306.2565693,110166420.4,57643450.58,-78561064.57
35,42.51166875,305.4435456,108426271.9,57642827.64,-80944994.11
36,43.53445003,304.6740603,106634546.2,57642204.49,-83290412.64
37,44.56652816,303.9455962,104792095,57641581.12,-85596204.46
38,45.60724625,303.2558008,102899794.6,57640957.53,-87861272.72
39,46.65599974,302.6024787,100958544.8,57640333.73,-90084539.94
40,47.71223179,301.983583,98969268.75,57639709.71,-92264948.51
41,48.77542894,301.3972064,96932912.41,57639085.47,-94401461.19
42,49.84511725,300.8415731,94850444.15,57638461.02,-96493061.63
43,50.92085875,300.3150301,92722854.28,57637836.35,-98538754.85
44,52.00224823,299.8160395,90551154.57,57637211.46,-100537567.7
45,53.08891028,299.3431707,88336377.79,57636586.36,-102488549.2
46,54.18049672,298.895093,86079577.17,57635961.04,-104390771.4
47,55.27668412,298.470569,83781825.97,57635335.5,-106243329.2
48,56.37717167,298.0684481,81444216.9,57634709.75,-108045341.4
49,57.48167918,297.6876606,79067861.64,57634083.78,-109795950.6
50,58.58994529,297.3272118,76653890.32,57633457.59,-111494324.1
51,59.70172585,296.9861772,74203450.94,57632831.19,-113139653.8
52,60.81679241,296.6636976,71717708.87,57632204.57,-114731157
53,61.9349309,296.3589745,69197846.27,57631577.73,-116268076.5
54,63.05594037,296.0712664,66645061.52,57630950.68,-117749681.1
55,64.17963189,295.7998845,64060568.68,57630323.41,-119175265.8
56,65.30582752,295.5441896,61445596.88,57629695.92,-120544152.5
57,66.43435937,295.3035888,58801389.78,57629068.22,-121855689.8
58,67.56506874,295.0775326,56129204.92,57628440.29,-123109253.7
59,68.69780534,294.865512,53430313.17,57627812.16,-124304247.7
60,69.83242655,294.6670566,50705998.09,57627183.8,-125440103.3
61,70.96879679,294.4817316,47957555.35,57626555.23,-126516280
62,72.10678686,294.3091362,45186292.09,57625926.44,-127532265.6
63,73.24627339,294.1489017,42393526.34,57625297.44,-128487576.8
64,74.38713834,294.0006897,39580586.32,57624668.22,-129381758.9
65,75.52926846,293.8641904,36748809.88,57624038.78,-130214386.3
66,76.67255488,293.7391216,33899543.82,57623409.13,-130985062.9
67,77.81689266,293.625227,31034143.26,57622779.26,-131693421.9
68,78.96218038,293.5222751,28153971.02,57622149.17,-132339126
69,80.1083198,293.4300587,25260396.93,57621518.87,-132921867.9
70,81.25521546,293.3483932,22354797.22,57620888.35,-133441370.3
71,82.40277439,293.2771163,19438553.81,57620257.61,-133897385.7
72,83.55090574,293.2160873,16513053.73,57619626.65,-134289697.1
73,84.69952052,293.1651863,13579688.4,57618995.48,-134618117.6
74,85.84853125,293.1243138,10639852.97,57618364.1,-134882490.7
75,86.99785172,293.0933901,7694945.696,57617732.49,-135082690.5
76,88.14739671,293.0723553,4746367.244,57617100.67,-135218621.5
77,89.29708167,293.0611687,1795520.03,57616468.63,-135290218.8
