(index + 1),Azimuth[index],Elevation[index],SunXComponents[index],SunYComponents[index],SunZComponents[index]
1,41.68758841,53.88418039,109850585.9,57663270.06,79072400.62
2,40.68346278,53.03418798,111553056.1,57663270.06,76650552.52
3,39.69079818,52.13565403,113197384.8,57662654.06,74199761.46
4,38.710502,51.18556063,114787879.4,57662037.85,71713689.73
5,37.74356304,50.1807042,116323783.4,57661421.42,69193519.64
6,36.79105897,49.11769588,117804366,57660804.77,66640449.73
7,35.8541641,47.99296611,119228922.7,57660187.9,64055694.2
8,34.93415758,46.80277478,120596775.9,57659570.82,61440482.31
9,34.03243169,45.5432286,121907274.7,57658953.52,58796057.8
10,33.15050018,44.21030747,123159795.6,57658336.01,56123678.35
11,32.29000632,42.79990233,124353742.7,57657718.27,53424614.9
12,31.45273028,41.30786671,125488547.8,57657100.32,50700151.11
13,30.64059533,39.73008502,126563670.9,57656482.16,47951582.72
14,29.8556724,38.06256023,127578600.6,57655863.77,45180216.92
15,29.10018193,36.30152368,128532853.8,57655245.17,42387371.79
16,28.37649243,34.44356931,129425976.4,57654626.36,39574375.59
17,27.68711439,32.48581353,130257543.5,57654007.32,36742566.2
18,27.03468859,30.42608044,131027159.2,57653388.07,33893290.42
19,26.42196744,28.2631098,131734457.3,57652768.6,31027903.4
20,25.85178817,25.99678197,132379101.2,57652148.92,28147767.94
21,25.32703704,23.62835014,132960783.9,57651529.02,25254253.85
22,24.85060386,21.16066586,133479228.7,57650908.9,22348737.32
23,24.42532692,18.59837941,133934188.6,57650288.57,19432600.26
24,24.05392923,15.94809297,134325447,57649668.01,16507229.62
25,23.73894806,13.21844305,134652817.7,57649047.25,13574016.77
26,23.48266076,10.42008958,134916144.6,57648426.26,10634356.78
27,23.28701103,7.565594191,135115302.3,57647805.06,7689647.836
28,23.15354054,4.669179184,135250195.8,57647183.64,4741290.492
29,23.08333095,1.746370964,135320760.6,57646562.01,1790687.063
30,23.07696143,358.8135456,135326963.1,57645940.15,-1160759.067
31,23.13448506,355.8874076,135268800,57645318.08,-4111644.107
32,23.25542679,352.9844416,135146298.7,57644695.8,-7060564.529
33,23.43880266,350.1203826,134959517.2,57644073.3,-10006117.73
34,23.68315889,347.3097453,134708544.2,57643450.58,-12946902.72
35,23.98662706,344.565446,134393498.8,57642827.64,-15881520.74
36,24.34699087,341.8985377,134014530.5,57642204.49,-18808575.99
37,24.76175917,339.318065,133571819.4,57641581.12,-21726676.24
38,25.22824041,336.8310324,133065575.8,57640957.53,-24634433.53
39,25.74361416,334.4424696,132496040.3,57640333.73,-27530464.81
40,26.30499635,332.1555723,131863483.5,57639709.71,-30413392.59
41,26.90949623,329.9718953,131168205.9,57639085.47,-33281845.62
42,27.55426373,327.8915745,130410538.2,57638461.02,-36134459.52
43,28.23652723,325.9135589,129590840.4,57637836.35,-38969877.45
44,28.95362203,324.0358382,128709502.1,57637211.46,-41786750.74
45,29.70301058,322.2556544,127766942.3,57636586.36,-44583739.53
46,30.48229549,320.5696922,126763609.1,57635961.04,-47359513.41
47,31.28922657,318.9742438,125699979.5,57635335.5,-50112752.07
48,32.1217032,317.465348,124576559.1,57634709.75,-52842145.89
49,32.97777297,316.0389054,123393882,57634083.78,-55546396.61
50,33.85562767,314.6907695,122152510.6,57633457.59,-58224217.92
51,34.75359732,313.4168192,120853034.9,57632831.19,-60874336.05
52,35.670143,312.2130131,119496073,57632204.57,-63495490.44
53,36.60384888,311.07543,118082269.9,57631577.73,-66086434.28
54,37.55341396,310.0002977,116612298,57630950.68,-68645935.12
55,38.51764371,308.9840114,115086856.1,57630323.41,-71172775.46
56,39.49544186,308.0231457,113506669.6,57629695.92,-73665753.35
57,40.48580251,307.1144597,111872489.8,57629068.22,-76123682.92
58,41.48780264,306.2548985,110185093.9,57628440.29,-78545394.98
59,42.50059504,305.4415909,108445284.1,57627812.16,-80929737.55
60,43.52340173,304.6718446,106653887.8,57627183.8,-83275576.42
61,44.55550791,303.9431402,104811756.9,57626555.23,-85581795.71
62,45.59625635,303.2531233,102919767.3,57625926.44,-87847298.34
63,46.6450422,302.5995967,100978818.7,57625297.44,-90071006.63
64,47.70130836,301.9805119,98989834.13,57624668.22,-92251862.75
65,48.76454117,301.3939601,96953759.37,57624038.78,-94388829.27
66,49.83426649,300.8381641,94871562.68,57623409.13,-96480889.61
67,50.91004618,300.3114698,92744234.23,57622779.26,-98527048.55
68,51.99147489,299.8123382,90572785.68,57622149.17,-100526332.7
69,53.0781771,299.3393376,88358249.67,57621518.87,-102477791
70,54.16980449,298.8911364,86101679.31,57620888.35,-104380495
71,55.26603357,298.4664964,83804147.75,57620257.61,-106233539.6
72,56.36656343,298.0642662,81466747.61,57619626.65,-108036043.3
73,57.47111381,297.6833754,79090590.46,57618995.48,-109787148.5
74,58.57942332,297.3228286,76676806.32,57618364.1,-111486022.2
75,59.69124773,296.9817009,74226543.13,57617732.49,-113131856
76,60.80635856,296.6591325,71740966.16,57617100.67,-114723867.1
77,61.92454171,296.3543244,69221257.48,57616468.63,-116261297.9
78,63.0455962,296.0665346,66668615.42,57615836.38,-117743417.1
79,64.16933309,295.7950739,64084253.95,57615203.91,-119169519.5
80,65.29557441,295.5393028,61469402.16,57614571.22,-120538926.5
81,66.42415226,295.2986279,58825303.63,57613938.32,-121850986.7
82,67.55490794,295.0724995,56153215.85,57613305.2,-123105075.7
83,68.68769115,294.8604084,53454409.66,57612671.86,-124300596.8
84,69.82235927,294.6618837,50730168.56,57612038.31,-125436981.3
85,70.95877673,294.4764904,47981788.2,57611404.54,-126513688.3
86,72.09681432,294.3038275,45210575.7,57610770.55,-127530205.5
87,73.2363487,294.1435261,42417849.04,57610136.35,-128486049.2
88,74.37726182,293.9952475,39604936.43,57609501.93,-129380764.6
89,75.51944045,293.8586818,36773175.7,57608867.29,-130213925.8
90,76.66277574,293.7335465,33923913.66,57608232.44,-130985136.4
91,77.80716276,293.6195851,31058505.43,57607597.37,-131694029.2
92,78.95250011,293.516566,28178313.81,57606962.08,-132340267
93,80.09868957,293.4242818,25284708.66,57606326.58,-132923542
94,81.24563572,293.3425477,22379066.22,57605690.86,-133443576.6
95,82.39324558,293.2712013,19462768.43,57605054.92,-133900123.2
96,83.54142836,293.2101017,16537202.34,57604418.77,-134292964.4
97,84.69009508,293.1591289,13603759.41,57603782.4,-134621913.2
98,85.83915829,293.1181831,10663834.83,57603145.81,-134886812.7
99,86.98853182,293.0871846,7718826.887,57602509.01,-135087536.9
100,88.13813048,293.0660733,4770136.306,57601871.99,-135223989.9
101,89.28786975,293.0548083,1819165.552,57601234.76,-135296106.7
102,90.43766558,293.053368,-1132681.812,57600597.3,-135303852.5
103,91.58743408,293.0617499,-4084001.803,57599959.64,-135247223.7
104,92.73709126,293.0799706,-7033390.684,57599321.75,-135126246.7
105,93.88655277,293.1080656,-9979445.629,57598683.65,-134940978.9
106,95.03573365,293.14609,-12920765.39,57598045.33,-134691508.2
107,96.18454802,293.1941182,-15855950.98,57597406.79,-134377953
108,97.33290884,293.2522447,-18783606.3,57596768.04,-134000462.2
109,98.48072762,293.3205841,-21702338.85,57596129.08,-133559215
110,99.6279141,293.3992716,-24610760.35,57595489.89,-133054421.1
111,100.774376,293.4884641,-27507487.44,57594850.49,-132486320.4
112,101.9200185,293.5883401,-30391142.29,57594210.87,-131855182.7
113,103.0647444,293.6991012,-33260353.3,57593571.04,-131161308.1
114,104.2084532,293.8209724,-36113755.74,57592930.99,-130405026.3
115,105.351041,293.9542037,-38949992.38,57592290.72,-129586696.7
116,106.4924001,294.0990707,-41767714.14,57591650.24,-128706708.5
117,107.6324186,294.2558759,-44565580.78,57591009.54,-127765479.8
118,108.7709798,294.4249505,-47342261.46,57590368.62,-126763458.2
119,109.907962,294.6066555,-50096435.42,57589727.49,-125701119.9
120,111.0432376,294.8013833,-52826792.61,57589086.14,-124578970
121,112.176673,295.0095601,-55532034.29,57588444.57,-123397542
122,113.3081277,295.2316473,-58210873.69,57587802.79,-122157397.7
123,114.4374534,295.4681442,-60862036.54,57587160.79,-120859126.5
124,115.564494,295.71959,-63484261.78,57586518.57,-119503345.9
125,116.6890843,295.9865666,-66076302.08,57585876.14,-118090700.4
126,117.8110491,296.2697018,-68636924.47,57585233.49,-116621861.6
127,118.9302027,296.5696719,-71164910.91,57584590.63,-115097528.1
128,120.0463475,296.8872055,-73659058.9,57583947.54,-113518424.5
129,121.1592732,297.2230868,-76118182.01,57583304.25,-111885301.8
130,122.2687554,297.5781603,-78541110.47,57582660.73,-110198936.5
131,123.3745543,297.9533344,-80926691.72,57582017,-108460130.5
132,124.4764134,298.3495867,-83273790.96,57581373.05,-106669710.6
133,125.5740578,298.7679689,-85581291.68,57580728.89,-104828528.2
134,126.6671923,299.2096121,-87848096.22,57580084.51,-102937458.8
135,127.7554997,299.6757331,-90073126.25,57579439.91,-100997401.6
136,128.8386387,300.1676403,-92255323.32,57578795.1,-99009279.29
137,129.9162413,300.686741,-94393649.34,57578150.07,-96974037.18
138,130.9879104,301.2345481,-96487087.09,57577504.82,-94892643.15
139,132.0532168,301.8126879,-98534640.68,57576859.36,-92766086.98
140,133.1116963,302.4229082,-100535336.1,57576213.68,-90595379.97
141,134.162846,303.0670865,-102488221.5,57575567.79,-88381554.37
142,135.2061206,303.7472387,-104392367.8,57574921.67,-86125663
143,136.240928,304.4655276,-106246869.3,57574275.34,-83828778.65
144,137.2666253,305.2242714,-108050843.6,57573628.8,-81491993.64
145,138.2825128,306.0259527,-109803432.6,57572982.04,-79116419.24
146,139.2878295,306.8732256,-111503802.4,57572335.06,-76703185.21
147,140.2817464,307.7689228,-113151144.2,57571687.87,-74253439.2
148,141.2633602,308.7160607,-114744674,57571040.46,-71768346.24
149,142.2316868,309.7178427,-116283633.9,57570392.83,-69249088.18
150,143.185653,310.777659,-117767291.7,57569744.99,-66696863.11
151,144.1240895,311.8990821,-119194941.3,57569096.93,-64112884.84
152,145.0457222,313.0858578,-120565903.6,57568448.65,-61498382.24
153,145.9491641,314.3418879,-121879526.4,57567800.16,-58854598.73
154,146.8329066,315.6712046,-123135184.4,57567151.45,-56182791.68
155,147.6953116,317.0779333,-124332280.4,57566502.52,-53484231.74
156,148.5346042,318.5662421,-125470244.7,57565853.38,-50760202.35
157,149.3488657,320.1402742,-126548535.8,57565204.02,-48011999.02
158,150.1360293,321.8040612,-127566640.6,57564554.45,-45240928.8
159,150.8938782,323.5614139,-128524074.6,57563904.66,-42448309.59
160,151.620046,325.4157892,-129420382.2,57563254.65,-39635469.57
161,152.3120234,327.3701305,-130255136.9,57562604.43,-36803746.54
162,152.9671686,329.4266828,-131027941.3,57561953.99,-33954487.26
163,153.5827263,331.5867842,-131738427.7,57561303.33,-31089046.87
164,154.1558537,333.8506399,-132386257.8,57560652.46,-28208788.19
165,154.683656,336.2170882,-132971123.4,57560001.37,-25315081.1
166,155.1632316,338.6833719,-133492745.9,57559350.06,-22409301.89
167,155.5917268,341.2449337,-133950877.1,57558698.54,-19492832.58
168,155.9663999,343.8952584,-134345298.7,57558046.8,-16567060.29
169,156.2846913,346.6257844,-134675822.9,57557394.85,-13633376.59
170,156.5442985,349.4259091,-134942292.3,57556742.68,-10693176.77
