(index + 1),Azimuth[index],Elevation[index],SunXComponents[index],SunYComponents[index],SunZComponents[index],Third Euler Angle
1245,147.7165033,43.97589574,-124353729,56539215.17,54602717.56,230.1436302
1246,146.8382045,45.35965463,-123134648.7,56538289.54,57301829.91,228.8902078
1247,145.9392844,46.66595405,-121856992.1,56537363.69,59973722.34,227.6367854
1248,145.0213517,47.8991061,-120521366.5,56536437.63,62617123.79,226.383363
1249,144.0858837,49.06329215,-119128407,56535511.37,65230776.76,225.1299406
1250,143.1342353,50.16253131,-117678775.7,56534584.89,67813437.89,223.8765182
1251,142.167648,51.2006595,-116173161.8,56533658.19,70363878.56,222.6230959
1252,141.1872591,52.18131718,-114612281.2,56532731.29,72880885.45,221.3696735
1253,140.1941102,53.10794346,-112996875.9,56531804.17,75363261.16,220.1162511
1254,139.189155,53.98377531,-111327714.1,56530876.84,77809824.74,218.8628287
1255,138.1732674,54.81185038,-109605589.2,56529949.3,80219412.27,217.6094063
1256,137.1472484,55.59501242,-107831320.2,56529021.55,82590877.42,216.3559839
1257,136.1118323,56.3359186,-106005750.7,56528093.59,84923091.96,215.1025615
1258,135.0676935,57.03704793,-104129748.7,56527165.41,87214946.35,213.8491392
1259,134.0154512,57.70071053,-102204206.1,56526237.02,89465350.23,212.5957168
1260,132.9556748,58.32905704,-100230038.8,56525308.42,91673232.96,211.3422944
1261,131.8888886,58.9240883,-98208185.23,56524379.61,93837544.09,210.088872
1262,130.8155755,59.48766477,-96139606.96,56523450.59,95957253.92,208.8354496
1263,129.7361811,60.0215157,-94025287.61,56522521.35,98031353.95,207.5820272
1264,128.6511172,60.52724799,-91866232.56,56521591.91,100058857.4,206.3286048
1265,127.5607644,61.00635456,-89663468.54,56520662.25,102038799.5,205.0751824
1266,126.4654754,61.46022228,-87418043.01,56519732.38,103970238.3,203.8217601
1267,125.3655773,61.89013946,-85131023.76,56518802.29,105852254.8,202.5683377
1268,124.2613736,62.29730274,-82803498.39,56517872,107683953.6,201.3149153
1269,123.153147,62.68282365,-80436573.72,56516941.49,109464463,200.0614929
1270,122.0411606,63.04773459,-78031375.37,56516010.77,111192935.9,198.8080705
1271,120.9256598,63.39299445,-75589047.15,56515079.84,112868549.9,197.5546481
1272,119.806874,63.71949373,-73110750.52,56514148.7,114490507.5,196.3012257
1273,118.6850177,64.02805933,-70597664.08,56513217.35,116058037.1,195.0478034
1274,117.5602922,64.31945893,-68050982.97,56512285.78,117570392.6,193.794381
1275,116.4328864,64.59440502,-65471918.34,56511354,119026854.5,192.5409586
1276,115.302978,64.85355861,-62861696.72,56510422.01,120426729.6,191.2875362
1277,114.1707342,65.09753266,-60221559.48,56509489.81,121769351.7,190.0341138
1278,113.0363133,65.32689515,-57552762.23,56508557.4,123054081.9,188.7806914
1279,111.8998645,65.54217202,-54856574.22,56507624.77,124280308.7,187.527269
1280,110.7615295,65.74384971,-52134277.72,56506691.94,125447448.6,186.2738466
1281,109.6214428,65.93237762,-49387167.46,56505758.89,126554946,185.0204243
1282,108.4797322,66.10817025,-46616549.94,56504825.63,127602273.8,183.7670019
1283,107.3365199,66.27160924,-43823742.88,56503892.15,128588933.6,182.5135795
1284,106.1919223,66.42304513,-41010074.54,56502958.47,129514455.5,181.2601571
1285,105.0460511,66.56279907,-38176883.13,56502024.57,130378399.1,180.0067347
1286,103.8990135,66.69116427,-35325516.14,56501090.46,131180353.1,178.7533123
1287,102.7509126,66.80840736,-32457329.72,56500156.14,131919935.6,177.4998899
1288,101.6018481,66.91476963,-29573688.03,56499221.61,132596794.4,176.2464676
1289,100.4519162,67.01046809,-26675962.57,56498286.87,133210607.3,174.9930452
1290,99.30121034,67.09569649,-23765531.59,56497351.91,133761081.9,173.7396228
1291,98.14982138,67.1706261,-20843779.34,56496416.75,134247956.1,172.4862004
1292,96.99783794,67.23540655,-17912095.49,56495481.37,134670997.7,171.232778
1293,95.84534674,67.29016645,-14971874.46,56494545.78,135030005.4,169.9793556
1294,94.69243285,67.33501393,-12024514.7,56493609.97,135324807.8,168.7259332
1295,93.53918,67.37003715,-9071418.084,56492673.96,135555264.5,167.4725108
1296,92.38567083,67.39530466,-6113989.23,56491737.73,135721265.4,166.2190885
1297,91.23198719,67.41086567,-3153634.813,56490801.29,135822731.1,164.9656661
1298,90.07821039,67.41675032,-191762.9121,56489864.64,135859613.1,163.7122437
1299,88.92442143,67.41296975,2770217.664,56488927.78,135831893.4,162.4588213
1300,87.77070131,67.39951618,5730898.046,56487990.71,135739584.8,161.2053989
1301,86.61713124,67.37636287,8688869.974,56487053.42,135582730.8,159.9519765
1302,85.46379293,67.34346398,11642726.47,56486115.93,135361405.6,158.6985541
1303,84.31076884,67.30075441,14591062.5,56485178.22,135075714.2,157.4451317
1304,83.15814244,67.2481495,17532475.66,56484240.3,134725792.1,156.1917094
1305,82.0059985,67.18554465,20465566.82,56483302.16,134311805.2,154.938287
1306,80.85442336,67.11281489,23388940.79,56482363.82,133833950.2,153.6848646
1307,79.70350521,67.02981432,26301207.02,56481425.26,133292454,152.4314422
1308,78.55333444,66.93637546,29200980.21,56480486.49,132687573.6,151.1780198
1309,77.40400389,66.83230852,32086881.01,56479547.51,132019596.6,149.9245974
1310,76.25560923,66.71740056,34957536.66,56478608.32,131288840.2,148.671175
1311,75.1082493,66.59141452,37811581.63,56477668.92,130495651.6,147.4177527
1312,73.9620265,66.45408816,40647658.28,56476729.3,129640407.8,146.1643303
1313,72.81704716,66.30513283,43464417.55,56475789.48,128723515.2,144.9109079
1314,71.67342197,66.14423218,46260519.5,56474849.44,127745409.4,143.6574855
1315,70.53126646,65.97104066,49034634.05,56473909.19,126706555.5,142.4040631
1316,69.39070147,65.78518191,51785441.55,56472968.73,125607447.2,141.1506407
1317,68.25185368,65.58624692,54511633.45,56472028.05,124448606.9,139.8972183
1318,67.11485617,65.37379213,57211912.87,56471087.17,123230585.4,138.6437959
1319,65.97984907,65.14733722,59884995.27,56470146.07,121953961.8,137.3903736
1320,64.84698021,64.90636273,62529609.04,56469204.76,120619342.9,136.1369512
1321,63.71640583,64.65030752,65144496.08,56468263.24,119227363.2,134.8835288
1322,62.58829143,64.37856589,67728412.45,56467321.51,117778684.5,133.6301064
1323,61.46281258,64.09048452,70280128.92,56466379.56,116273995.5,132.376684
1324,60.3401559,63.78535908,72798431.56,56465437.41,114714011.5,131.1232616
1325,59.22052013,63.46243055,75282122.35,56464495.04,113099474.3,129.8698392
1326,58.10411719,63.12088122,77730019.7,56463552.46,111431151.5,128.6164169
1327,56.99117354,62.75983037,80140959.05,56462609.67,109709836.2,127.3629945
1328,55.88193147,62.37832952,82513793.42,56461666.67,107936347,126.1095721
1329,54.77665068,61.97535728,84847393.94,56460723.45,106111527.1,124.8561497
1330,53.67560991,61.54981389,87140650.39,56459780.02,104236244.1,123.6027273
1331,52.57910882,61.10051513,89392471.74,56458836.39,102311389.7,122.3493049
1332,51.48747003,60.62618593,91601786.65,56457892.54,100337879.2,121.0958825
1333,50.40104135,60.12545344,93767544.02,56456948.47,98316651.04,119.8424601
1334,49.32019826,59.59683953,95888713.42,56456004.2,96248666.29,118.5890378
1335,48.24534672,59.03875296,97964285.67,56455059.72,94134908.33,117.3356154
1336,47.17692611,58.44948093,99993273.23,56454115.02,91976382.28,116.082193
1337,46.11541271,57.82718024,101974710.7,56453170.11,89774114.6,114.8287706
1338,45.06132329,57.1698681,103907655.4,56452224.99,87529152.53,113.5753482
1339,44.01521927,56.47541255,105791187.6,56451279.66,85242563.64,112.3219258
1340,42.97771124,55.74152279,107624411.1,56450334.11,82915435.3,111.0685034
1341,41.94946386,54.96573946,109406453.6,56449388.36,80548874.17,109.8150811
1342,40.93120135,54.14542527,111136467.1,56448442.39,78144005.67,108.5616587
1343,39.92371345,53.27775619,112813628.5,56447496.21,75701973.45,107.3082363
1344,38.9278619,52.35971373,114437139.8,56446549.82,73223938.86,106.0548139
1345,37.94458748,51.38807898,116006228.3,56445603.22,70711080.34,104.8013915
1346,36.97491761,50.35942904,117520147.4,56444656.41,68164592.96,103.5479691
1347,36.01997447,49.27013701,118978176.7,56443709.38,65585687.73,102.2945467
1348,35.08098359,48.11637664,120379622.3,56442762.14,62975591.14,101.0411243
1349,34.15928276,46.89413332,121723817.2,56441814.69,60335544.48,99.78770196
1350,33.25633128,45.59922323,123010121.9,56440867.03,57666803.33,98.53427957
1351,32.37371906,44.22732292,124237924,56439919.16,54970636.91,97.28085719
1352,31.51317554,42.77401195,125406639.3,56438971.08,52248327.49,96.0274348
1353,30.67657773,41.23483162,126515711.4,56438022.78,49501169.78,94.77401241
1354,29.86595704,39.605363,127564612.5,56437074.28,46730470.32,93.52059003
1355,29.083504,37.88132756,128552843.3,56436125.56,43937546.87,92.26716764
1356,28.33157009,36.05871374,129479933.5,56435176.63,41123727.75,91.01374525
1357,27.61266546,34.1339318,130345441.5,56434227.48,38290351.24,89.76032287
1358,26.92945143,32.10399835,131148955.5,56433278.13,35438764.91,88.50690048
1359,26.28472636,29.96674993,131890092.8,56432328.56,32570325.02,87.25347809
1360,25.68140336,27.72108173,132568500.6,56431378.79,29686395.86,86.00005571
1361,25.12247867,25.36720407,133183855.7,56430428.8,26788349.07,84.74663332
1362,24.61098957,22.90690376,133735865.1,56429478.6,23877563.04,83.49321093
1363,24.1499614,20.34379273,134224265.8,56428528.19,20955422.2,82.23978855
1364,23.74234389,17.68352063,134648825.3,56427577.56,18023316.42,80.98636616
1365,23.39093831,14.93392476,135009341,56426626.73,15082640.29,79.73294377
1366,23.09831798,12.10508921,135305641.3,56425675.68,12134792.51,78.47952139
1367,22.86674619,9.20928836,135537584.7,56424724.42,9181175.177,77.226099
1368,22.69809661,6.260797367,135705060.5,56423772.95,6223193.158,75.97267661
1369,22.59378215,3.27556491,135807988.7,56422821.27,3262253.397,74.71925423
1370,22.55469794,0.270759537,135846319.9,56421869.37,299764.2535,73.46583184
1371,22.58118388,357.2642176,135820035.6,56420917.27,-2662865.167,72.21240945
1372,22.67301003,354.2738353,135729147.8,56419964.95,-5624225.683,70.95898707
1373,22.82938651,351.3169553,135573699.3,56419012.42,-8582908.708,69.70556468
1374,23.04899679,348.4098006,135353763.8,56418059.68,-11537506.92,68.45214229
1375,23.33005128,345.5669989,135069445.4,56417106.73,-14486614.94,67.19871991
1376,23.67035617,342.8012295,134720879.1,56416153.57,-17428829.97,65.94529752
1377,24.06739191,340.1230075,134308230.1,56415200.19,-20362752.51,64.69187513
1378,24.51839517,337.5406023,133831694.4,56414246.61,-23286986.97,63.43845275
1379,25.02043922,335.0600764,133291498.3,56413292.81,-26200142.39,62.18503036
1380,25.57050829,332.6854199,132687898.4,56412338.8,-29100833.03,60.93160797
1381,26.16556317,330.418753,132021181.3,56411384.58,-31987679.11,59.67818559
1382,26.8025963,328.2605699,131291663.8,56410430.15,-34859307.41,58.4247632
1383,27.47867595,326.2099993,130499692.5,56409475.5,-37714351.93,57.17134081
1384,28.1909798,324.2650626,129645643.8,56408520.64,-40551454.57,55.91791843
1385,28.9368189,322.4229171,128729923.4,56407565.58,-43369265.74,54.66449604
1386,29.7136533,320.6800747,127752966.7,56406610.3,-46166445.03,53.41107365
1387,30.51910072,319.0325922,126715237.8,56405654.81,-48941661.82,52.15765127
1388,31.35093974,317.4762318,125617230.2,56404699.1,-51693595.95,50.90422888
1389,32.20710864,316.0065931,124459465.5,56403743.19,-54420938.31,49.65080649
1390,33.08570119,314.6192182,123242494.3,56402787.06,-57122391.48,48.39738411
1391,33.98496018,313.3096741,121966894.9,56401830.73,-59796670.35,47.14396172
1392,34.90326954,312.0736148,120633273.8,56400874.18,-62442502.72,45.89053933
1393,35.83914557,310.9068268,119242265,56399917.42,-65058629.94,44.63711695
1394,36.79122783,309.8052609,117794529.7,56398960.45,-67643807.45,43.38369456
1395,37.75826991,308.7650535,116290756.2,56398003.26,-70196805.41,42.13027217
1396,38.73913046,307.7825386,114731659.5,56397045.87,-72716409.29,40.87684979
1397,39.7327645,306.8542536,113117980.8,56396088.26,-75201420.44,39.6234274
1398,40.73821519,305.9769404,111450487.4,56395130.44,-77650656.63,38.37000501
1399,41.7546062,305.1475421,109729972,56394172.41,-80062952.67,37.11658263
1400,42.7811345,304.3631976,107957252.6,56393214.17,-82437160.91,35.86316024
1401,43.81706378,303.6212342,106133172.3,56392255.72,-84772151.83,34.60973785
1402,44.86171838,302.9191587,104258598.3,56391297.06,-87066814.55,33.35631547
1403,45.91447778,302.2546485,102334421.9,56390338.18,-89320057.34,32.10289308
1404,46.97477152,301.6255417,100361558.1,56389379.09,-91530808.21,30.84947069
1405,48.04207459,301.0298271,98340944.99,56388419.79,-93698015.35,29.59604831
1406,49.11590332,300.4656354,96273543.38,56387460.28,-95820647.64,28.34262592
1407,50.19581154,299.9312291,94160336.35,56386500.56,-97897695.19,27.08920353
1408,51.28138719,299.4249939,92002328.79,56385540.63,-99928169.76,25.83578115
1409,52.3722492,298.9454306,89800546.88,56384580.48,-101911105.3,24.58235876
1410,53.46804473,298.4911462,87556037.64,56383620.12,-103845558.2,23.32893637
1411,54.56844657,298.0608473,85269868.41,56382659.56,-105730608.2,22.07551399
1412,55.67315091,297.6533325,82943126.38,56381698.78,-107565358.3,20.8220916
1413,56.7818752,297.2674859,80576918.01,56380737.79,-109348935.6,19.56866921
1414,57.89435632,296.9022714,78172368.56,56379776.58,-111080491.2,18.31524683
1415,59.01034884,296.5567266,75730621.53,56378815.17,-112759201.3,17.06182444
1416,60.12962349,296.2299579,73252838.11,56377853.54,-114384267.1,15.80840205
1417,61.25196574,295.9211356,70740196.66,56376891.71,-115954915.3,14.55497967
1418,62.37717454,295.6294893,68193892.1,56375929.66,-117470398.4,13.30155728
1419,63.50506114,295.3543043,65615135.39,56374967.4,-118929995.3,12.04813489
1420,64.63544804,295.0949175,63005152.93,56374004.92,-120333011.5,10.79471251
1421,65.76816801,294.850714,60365185.97,56373042.24,-121678779.1,9.541290119
1422,66.90306321,294.621124,57696490.03,56372079.35,-122966657.7,8.287867732
1423,68.03998442,294.4056199,55000334.33,56371116.24,-124196034.4,7.034445345
1424,69.17879023,294.2037137,52278001.12,56370152.92,-125366324.1,5.781022958
1425,70.31934639,294.0149548,49530785.13,56369189.39,-126476969.8,4.527600572
1426,71.46152521,293.8389273,46759992.94,56368225.65,-127527442.8,3.274178185
1427,72.60520495,293.6752483,43966942.33,56367261.7,-128517243.1,2.020755798
1428,73.75026926,293.5235662,41152961.7,56366297.54,-129445899.5,0.767333412
1429,74.89660675,293.3835588,38319389.39,56365333.16,-130312969.9,359.513911
1430,76.04411047,293.2549318,35467573.09,56364368.57,-131118041.5,358.2604886
1431,77.19267751,293.1374177,32598869.16,56363403.78,-131860731.1,357.0070663
1432,78.34220859,293.0307741,29714642.01,56362438.77,-132540684.9,355.7536439
1433,79.49260768,292.9347833,26816263.43,56361473.55,-133157579.1,354.5002215
1434,80.64378164,292.8492506,23905111.96,56360508.11,-133711120.1,353.2467991
1435,81.7956399,292.7740039,20982572.22,56359542.47,-134201044,351.9933767
1436,82.9480941,292.7088928,18050034.27,56358576.61,-134627117.4,350.7399543
1437,84.10105785,292.6537877,15108892.9,56357610.55,-134989137.3,349.4865319
1438,85.25444637,292.6085799,12160547.04,56356644.27,-135286931.2,348.2331095
1439,86.40817626,292.5731802,9206399.027,56355677.78,-135520356.9,346.9796872
1440,87.56216518,292.5475194,6247853.979,56354711.08,-135689303,345.7262648
1441,88.71633162,292.5315474,3286319.113,56353744.16,-135793688.8,344.4728424
1442,89.87059463,292.5252332,323203.0732,56352777.04,-135833464.3,343.21942
1443,91.02487354,292.5285649,-2640084.731,56351809.7,-135808610.1,341.9659976
1444,92.17908773,292.5415494,-5602134.803,56350842.16,-135719137.6,340.7125752
1445,93.33315636,292.5642125,-8561538.225,56349874.4,-135565089.1,339.4591528
1446,94.4869981,292.5965992,-11516887.33,56348906.43,-135346537.3,338.2057305
1447,95.64053091,292.6387736,-14466776.37,56347938.25,-135063585.9,336.9523081
1448,96.79367173,292.6908195,-17409802.18,56346969.85,-134716369.1,335.6988857
1449,97.94633623,292.7528404,-20344564.87,56346001.25,-134305051.5,334.4454633
1450,99.09843854,292.8249603,-23269668.45,56345032.43,-133829828.5,333.1920409
1451,100.2498909,292.907324,-26183721.52,56344063.41,-133290925.8,331.9386185
1452,101.4006035,293.0000977,-29085337.94,56343094.17,-132688599.1,330.6851961
1453,102.5504839,293.1034702,-31973137.46,56342124.72,-132023134.8,329.4317737
1454,103.6994371,293.2176532,-34845746.41,56341155.06,-131294848.8,328.1783514
1455,104.8473648,293.3428823,-37701798.33,56340185.18,-130504087.2,326.924929
1456,105.9941651,293.4794185,-40539934.63,56339215.1,-129651225.9,325.6715066
1457,107.1397325,293.6275491,-43358805.21,56338244.8,-128736669.9,324.4180842
1458,108.2839568,293.7875888,-46157069.16,56337274.3,-127760854.1,323.1646618
1459,109.4267232,293.9598817,-48933395.35,56336303.58,-126724242.2,321.9112394
1460,110.5679116,294.1448024,-51686463.07,56335332.65,-125627326.8,320.657817
1461,111.7073962,294.3427583,-54414962.67,56334361.51,-124470629.3,319.4043947
1462,112.8450447,294.5541911,-57117596.18,56333390.16,-123254699.6,318.1509723
1463,113.9807178,294.7795791,-59793077.91,56332418.59,-121980115.7,316.8975499
1464,115.1142686,295.01944,-62440135.11,56331446.82,-120647483.5,315.6441275
1465,116.245542,295.2743326,-65057508.51,56330474.83,-119257436.4,314.3907051
1466,117.3743733,295.5448605,-67643952.96,56329502.63,-117810635.3,313.1372827
1467,118.5005883,295.8316747,-70198238.02,56328530.22,-116307768.1,311.8838603
1468,119.6240014,296.1354771,-72719148.54,56327557.6,-114749549.2,310.6304379
1469,120.7444152,296.4570242,-75205485.23,56326584.77,-113136719.4,309.3770156
1470,121.8616192,296.797131,-77656065.25,56325611.72,-111470045.6,308.1235932
1471,122.9753882,297.1566755,-80069722.73,56324638.47,-109750320.3,306.8701708
1472,124.0854816,297.5366034,-82445309.4,56323665,-107978361,305.6167484
1473,125.1916414,297.937933,-84781695.05,56322691.32,-106155010.3,304.363326
1474,126.2935905,298.361761,-87077768.14,56321717.44,-104281135.2,303.1099036
1475,127.3910311,298.8092685,-89332436.27,56320743.33,-102357626.6,301.8564812
1476,128.4836427,299.2817275,-91544626.76,56319769.02,-100385399.3,300.6030589
1477,129.5710797,299.7805074,-93713287.1,56318794.5,-98365390.87,299.3496365
1478,130.6529687,300.3070831,-95837385.49,56317819.77,-96298562,298.0962141
1479,131.7289065,300.8630426,-97915911.32,56316844.82,-94185895.44,296.8427917
1480,132.7984561,301.4500956,-99947875.64,56315869.66,-92028395.83,295.5893693
1481,133.8611443,302.0700822,-101932311.7,56314894.29,-89827089.1,294.3359469
1482,134.9164572,302.7249824,-103868275.2,56313918.71,-87583022.05,293.0825245
1483,135.9638366,303.4169256,-105754845.1,56312942.92,-85297261.81,291.8291021
1484,137.0026754,304.1482006,-107591123.6,56311966.92,-82970895.35,290.5756798
1485,138.0323126,304.9212652,-109376237.2,56310990.7,-80605028.98,289.3222574
1486,139.0520278,305.7387559,-111109336.2,56310014.28,-78200787.78,288.068835
1487,140.0610354,306.6034972,-112789596.1,56309037.64,-75759315.11,286.8154126
1488,141.0584779,307.518509,-114416217.3,56308060.79,-73281772.03,285.5619902
1489,142.0434192,308.4870134,-115988425.8,56307083.74,-70769336.77,284.3085678
1490,143.0148364,309.5124385,-117505473.4,56306106.46,-68223204.17,283.0551454
1491,143.9716122,310.5984187,-118966638.1,56305128.98,-65644585.1,281.8017231
1492,144.9125262,311.7487909,-120371224.7,56304151.29,-63034705.89,280.5483007
1493,145.8362453,312.967584,-121718564.6,56303173.38,-60394807.74,279.2948783
1494,146.7413154,314.2590004,-123008016.7,56302195.27,-57726146.16,278.0414559
1495,147.6261513,315.6273873,-124238967.2,56301216.94,-55029990.32,276.7880335
1496,148.489028,317.0771951,-125410830.3,56300238.4,-52307622.5,275.5346111
1497,149.3280724,318.6129192,-126523048.2,56299259.65,-49560337.43,274.2811887
1498,150.1412564,320.2390233,-127575091.6,56298280.69,-46789441.73,273.0277663
1499,150.9263916,321.9598394,-128566459.5,56297301.52,-43996253.23,271.774344
1500,151.6811274,323.7794421,-129496680.2,56296322.14,-41182100.39,270.5209216
1501,152.4029527,325.7014942,-130365310.8,56295342.54,-38348321.64,269.2674992
1502,153.0892033,327.729062,-131171937.6,56294362.73,-35496264.77,268.0140768
1503,153.7370752,329.8644012,-131916176.7,56293382.72,-32627286.26,266.7606544
1504,154.3436465,332.1087166,-132597673.7,56292402.49,-29742750.63,265.507232
1505,154.905909,334.4619031,-133216104,56291422.05,-26844029.85,264.2538096
1506,155.4208095,336.9222807,-133771173.1,56290441.4,-23932502.61,263.0003872
1507,155.8853027,339.4863404,-134262616.5,56289460.53,-21009553.71,261.7469649
1508,156.2964152,342.1485258,-134690200.1,56288479.46,-18076573.39,260.4935425
1509,156.6513182,344.9010757,-135053720.2,56287498.17,-15134956.69,259.2401201
1510,156.9474076,347.7339577,-135353003.3,56286516.68,-12186102.75,257.9866977
1511,157.1823875,350.6349183,-135587906.9,56285534.97,-9231414.142,256.7332753
1512,157.3543502,353.5896663,-135758318.6,56284553.05,-6272296.256,255.4798529
1513,157.4618495,356.5821979,-135864157.2,56283570.92,-3310156.581,254.2264305
1514,157.5039586,359.59525,-135905371.8,56282588.58,-346404.0543,252.9730082
1515,157.4803094,2.610856227,-135881942.3,56281606.02,2617551.611,251.7195858
1516,157.3911084,5.610961828,-135793879.7,56280623.26,5580300.597,250.4661634
1517,157.2371275,8.578046041,-135641225.3,56279640.28,8540433.648,249.212741
1518,157.0196717,11.49569941,-135424051.4,56278657.1,11496542.75,247.9593186
1519,156.7405249,14.34910984,-135142460.8,56277673.7,14447221.78,246.7058962
1520,156.4018815,17.12542522,-134796587.1,56276690.09,17391067.21,245.4524738
1521,156.0062668,19.81397713,-134386594.5,56275706.27,20326678.74,244.1990514
1522,155.5564542,22.40636705,-133912677.4,56274722.24,23252659.98,242.9456291
1523,155.0553841,24.89643018,-133375061.1,56273738,26167619.11,241.6922067
1524,154.5060879,27.28010104,-132774000.7,56272753.54,29070169.55,240.4387843
1525,153.9116223,29.55520918,-132109781.8,56271768.88,31958930.61,239.1853619
1526,153.2750128,31.72123274,-131382719.9,56270784,34832528.14,237.9319395
1527,152.5992087,33.77903448,-130593160.4,56269798.91,37689595.22,236.6785171
1528,151.8870498,35.7305995,-129741478.6,56268813.61,40528772.75,235.4250947
1529,151.1412411,37.57878878,-128828079.2,56267828.1,43348710.17,234.1716724
1530,150.3643378,39.32711716,-127853396.2,56266842.38,46148066.03,232.91825
1531,149.5587359,40.9795602,-126817892.9,56265856.45,48925508.67,231.6648276
1532,148.7266692,42.54039143,-125722061.3,56264870.3,51679716.86,230.4114052
1533,147.8702105,44.01404866,-124566422.5,56263883.95,54409380.39,229.1579828
1534,146.9912758,45.40502723,-123351525.7,56262897.38,57113200.74,227.9045604
1535,146.0916308,46.71779682,-122077948.3,56261910.6,59789891.66,226.651138
1536,145.1728992,47.95673862,-120746295.9,56260923.62,62438179.78,225.3977156
1537,144.2365711,49.12609933,-119357201.5,56259936.42,65056805.28,224.1442933
1538,143.2840124,50.22995904,-117911325.4,56258949,67644522.39,222.8908709
1539,142.3164744,51.27221012,-116409355,56257961.38,70200100.06,221.6374485
1540,141.3351025,52.25654481,-114852004.4,56256973.55,72722322.52,220.3840261
1541,140.3409451,53.18644951,-113240014,56255985.5,75209989.86,219.1306037
1542,139.334962,54.06520413,-111574150.2,56254997.25,77661918.57,217.8771813
1543,138.3180319,54.89588513,-109855205.1,56254008.78,80076942.17,216.6237589
1544,137.29096,55.6813713,-108083995.9,56253020.1,82453911.71,215.3703366
1545,136.2544844,56.42435134,-106261364.9,56252031.21,84791696.32,214.1169142
1546,135.209282,57.12733258,-104388178.5,56251042.11,87089183.79,212.8634918
1547,134.1559746,57.79265052,-102465327.6,56250052.8,89345281.05,211.6100694
1548,133.0951336,58.42247859,-100493726.4,56249063.28,91558914.72,210.356647
1549,132.0272848,59.01883801,-98474312.41,56248073.54,93729031.6,209.1032246
1550,130.9529125,59.58360749,-96408045.86,56247083.6,95854599.19,207.8498022
1551,129.8724634,60.11853265,-94295909.3,56246093.44,97934606.18,206.5963798
1552,128.7863498,60.62523501,-92138907.1,56245103.07,99968062.92,205.3429575
1553,127.6949532,61.10522062,-89938064.96,56244112.49,101954001.9,204.0895351
1554,126.5986264,61.55988811,-87694429.45,56243121.7,103891478.1,202.8361127
1555,125.497697,61.99053633,-85409067.5,56242130.7,105779569.8,201.5826903
1556,124.3924687,62.3983714,-83083065.9,56241139.49,107617378.6,200.3292679
1557,123.2832241,62.78451336,-80717530.76,56240148.07,109404029.9,199.0758455
1558,122.1702263,63.15000229,-78313587.02,56239156.43,111138673.6,197.8224231
1559,121.0537206,63.49580395,-75872377.89,56238164.59,112820484.3,196.5690008
1560,119.9339362,63.82281511,-73395064.3,56237172.53,114448661.7,195.3155784
1561,118.8110876,64.13186829,-70882824.39,56236180.26,116022431,194.062156
1562,117.6853755,64.42373629,-68336852.88,56235187.78,117541043.3,192.8087336
1563,116.5569887,64.69913622,-65758360.59,56234195.09,119003775.9,191.5553112
1564,115.4261043,64.95873334,-63148573.77,56233202.19,120409932.7,190.3018888
1565,114.2928895,65.20314445,-60508733.58,56232209.08,121758844.6,189.0484664
1566,113.1575018,65.43294107,-57840095.51,56231215.75,123049869.4,187.795044
1567,112.0200903,65.64865237,-55143928.71,56230222.22,124282392.8,186.5416217
1568,110.8807961,65.85076779,-52421515.47,56229228.47,125455828.2,185.2881993
1569,109.7397532,66.03973949,-49674150.55,56228234.51,126569617,184.0347769
1570,108.5970892,66.21598454,-46903140.59,56227240.35,127623229.1,182.7813545
1571,107.4529254,66.37988698,-44109803.49,56226245.97,128616162.9,181.5279321
1572,106.307378,66.5317996,-41295467.79,56225251.38,129547945.8,180.2745097
1573,105.160558,66.67204566,-38461471.99,56224256.58,130418134.1,179.0210873
1574,104.0125723,66.80092037,-35609163.99,56223261.56,131226313.7,177.767665
1575,102.8635233,66.91869231,-32739900.38,56222266.34,131972099.6,176.5142426
1576,101.7135101,67.02560457,-29855045.85,56221270.9,132655136.7,175.2608202
1577,100.5626285,67.12187594,-26955972.5,56220275.26,133275099.8,174.0073978
1578,99.41097131,67.20770188,-24044059.18,56219279.4,133831693.5,172.7539754
1579,98.25862877,67.28325534,-21120690.91,56218283.33,134324652.8,171.500553
1580,97.10568894,67.34868758,-18187258.11,56217287.05,134753742.7,170.2471306
1581,95.95223792,67.40412883,-15245156.03,56216290.56,135118758.8,168.9937082
1582,94.79836015,67.44968883,-12295784.04,56215293.86,135419526.9,167.7402859
1583,93.64413874,67.48545736,-9340544.993,56214296.95,135655903.7,166.4868635
1584,92.48965566,67.51150456,-6380844.521,56213299.83,135827776.3,165.2334411
1585,91.33499209,67.52788128,-3418090.395,56212302.49,135935062.6,163.9800187
1586,90.18022864,67.5346193,-453691.8505,56211304.94,135977711,162.7265963
1587,89.02544561,67.53173144,2510941.09,56210307.19,135955701,161.4731739
1588,87.87072323,67.51921162,5474398.281,56209309.22,135869042.6,160.2197515
1589,86.71614198,67.49703486,8435270.129,56208311.04,135717776.5,158.9663292
1590,85.56178276,67.46515714,11392148.26,56207312.65,135501974.4,157.7129068
1591,84.40772722,67.42351521,14343626.19,56206314.05,135221738.4,156.4594844
1592,83.25405797,67.37202635,17288300,56205315.24,134877201.5,155.206062
1593,82.10085891,67.31058794,20224769,56204316.21,134468527.1,153.9526396
1594,80.94821544,67.23907711,23151636.37,56203316.98,133995909.3,152.6992172
1595,79.7962148,67.15735011,26067509.88,56202317.53,133459572.3,151.4457948
