(index + 1),Azimuth[index],Elevation[index],SunXComponents[index],SunYComponents[index],SunZComponents[index],Third Euler Angle
6491,80.99487015,70.36757309,23056022.09,48864745.54,137017204.5,134.6897895
6492,79.81794489,70.29730565,26038250.04,48862772.02,136482476.3,133.4363672
6493,78.64156402,70.2178309,29008121.61,48860798.32,135882826.5,132.1829448
6494,77.46579824,70.12897778,31964223.67,48858824.44,135218539.8,130.9295224
6495,76.29072042,70.03055354,34905149.61,48856850.38,134489931.4,129.6761
6496,75.11640589,69.92234278,37829500.02,48854876.14,133697347.3,128.4226776
6497,73.94293278,69.80410637,40735883.38,48852901.71,132841163.9,127.1692552
6498,72.77038227,69.67558027,43622916.69,48850927.1,131921787.9,125.9158328
6499,71.59883902,69.53647409,46489226.13,48848952.31,130939656.1,124.6624105
6500,70.42839148,69.38646969,49333447.75,48846977.34,129895235,123.4089881
6501,69.25913231,69.2252194,52154228.08,48845002.19,128789020.8,122.1555657
6502,68.09115882,69.05234425,54950224.79,48843026.85,127621539.2,120.9021433
6503,66.92457346,68.86743184,57720107.32,48841051.34,126393345.1,119.6487209
6504,65.75948427,68.6700341,60462557.54,48839075.64,125105022,118.3952985
6505,64.59600552,68.45966474,63176270.34,48837099.76,123757182.4,117.1418761
6506,63.43425827,68.23579651,65859954.27,48835123.7,122350466.8,115.8884537
6507,62.27437108,67.99785811,68512332.15,48833147.45,120885543.9,114.6350314
6508,61.1164807,67.74523082,71132141.7,48831171.03,119363110,113.381609
6509,59.96073295,67.47724474,73718136.1,48829194.42,117783888.9,112.1281866
6510,58.80728358,67.1931747,76269084.62,48827217.63,116148631.4,110.8747642
6511,57.65629925,66.89223573,78783773.18,48825240.66,114458114.7,109.6213418
6512,56.50795869,66.57357801,81261004.94,48823263.5,112713142.7,108.3679194
6513,55.36245386,66.23628141,83699600.88,48821286.17,110914545,107.114497
6514,54.21999136,65.87934936,86098400.33,48819308.65,109063176.8,105.8610747
6515,53.08079391,65.50170217,88456261.56,48817330.95,107159918.2,104.6076523
6516,51.94510204,65.10216962,90772062.3,48815353.07,105205674.4,103.3542299
6517,50.81317602,64.67948282,93044700.27,48813375.01,103201374.4,102.1008075
6518,49.68529789,64.23226527,95273093.72,48811396.77,101147971.5,100.8473851
6519,48.56177387,63.75902297,97456181.94,48809418.34,99046442,99.59396272
6520,47.44293699,63.2581336,99592925.77,48807439.74,96897785.29,98.34054033
6521,46.32915008,62.72783464,101682308.1,48805460.95,94703023.15,97.08711795
6522,45.22080904,62.16621035,103723334.3,48803481.98,92463199.3,95.83369556
6523,44.11834665,61.57117757,105715032.7,48801502.83,90179378.92,94.58027317
6524,43.02223675,60.9404703,107656455.3,48799523.49,87852648.13,93.32685079
6525,41.93299899,60.27162293,109546677.7,48797543.98,85484113.49,92.0734284
6526,40.85120415,59.56195225,111384800.1,48795564.28,83074901.45,90.82000601
6527,39.77748018,58.80853818,113169947.4,48793584.4,80626157.82,89.56658363
6528,38.71251893,58.00820343,114901269.6,48791604.34,78139047.26,88.31316124
6529,37.65708373,57.15749221,116577942.4,48789624.1,75614752.65,87.05973885
6530,36.61201793,56.25264849,118199167.6,48787643.68,73054474.62,85.80631647
6531,35.57825442,55.28959413,119764173.1,48785663.07,70459430.91,84.55289408
6532,34.55682626,54.26390801,121272213.8,48783682.29,67830855.82,83.29947169
6533,33.54887849,53.17080696,122722571.5,48781701.32,65169999.61,82.04604931
6534,32.55568116,52.00513038,124114555.5,48779720.17,62478127.92,80.79262692
6535,31.57864358,50.76133052,125447502.9,48777738.84,59756521.17,79.53920453
6536,30.61932987,49.43347137,126720779,48775757.33,57006473.91,78.28578215
6537,29.67947537,48.01524006,127933777.1,48773775.63,54229294.27,77.03235976
6538,28.76100408,46.49997549,129085919.7,48771793.76,51426303.28,75.77893737
6539,27.86604624,44.88072044,130176657.7,48769811.7,48598834.29,74.52551499
6540,26.99695567,43.15030455,131205471.7,48767829.46,45748232.28,73.2720926
6541,26.15632575,41.30146702,132171871.4,48765847.04,42875853.26,72.01867021
6542,25.34700254,39.32702892,133075396.4,48763864.44,39983063.64,70.76524783
6543,24.5720933,37.22012537,133915616.1,48761881.66,37071239.54,69.51182544
6544,23.83496786,34.97450709,134692130,48759898.69,34141766.12,68.25840305
6545,23.13924978,32.58491825,135404568,48757915.54,31196037.01,67.00498067
6546,22.48879402,30.04755173,136052590.5,48755932.22,28235453.56,65.75155828
6547,21.88764715,27.36057389,136635888.4,48753948.71,25261424.18,64.49813589
6548,21.33998672,24.52469729,137154183.4,48751965.02,22275363.74,63.24471351
6549,20.85003711,21.54376257,137607228.4,48749981.14,19278692.82,61.99129112
6550,20.42196067,18.42527149,137994807,48747997.09,16272837.06,60.73786873
6551,20.05972621,15.1807956,138316734.2,48746012.85,13259226.51,59.48444634
6552,19.76696005,11.82617544,138572855.9,48744028.44,10239294.9,58.23102396
6553,19.54678903,8.381429991,138763049.7,48742043.84,7214479,56.97760157
6554,19.40168882,4.870319926,138887224.4,48740059.06,4186217.911,55.72417918
6555,19.3333527,1.319552972,138945320.1,48738074.1,1155952.392,54.4707568
6556,19.34259608,357.7576773,138937308.5,48736088.96,-1874875.829,53.21733441
6557,19.42930891,354.2137671,138863192.7,48734103.63,-4904824.741,51.96391202
6558,19.59246212,350.7160475,138723007.3,48732118.13,-7932452.735,50.71048964
6559,19.83016748,347.2906172,138516818.1,48730132.44,-10956319.29,49.45706725
6560,20.13978273,343.9604082,138244722.6,48728146.58,-13974985.66,48.20364486
6561,20.51804911,340.7444748,137906849.6,48726160.53,-16987015.56,46.95022248
6562,20.96124564,337.6576413,137503359,48724174.3,-19990975.84,45.69680009
6563,21.46534521,334.7104869,137034442.2,48722187.88,-22985437.18,44.4433777
6564,22.02616019,331.9096022,136500321.4,48720201.29,-25968974.75,43.18995532
6565,22.63946883,329.2580348,135901250.3,48718214.52,-28940168.93,41.93653293
6566,23.30111835,326.7558403,135237512.9,48716227.56,-31897605.93,40.68311054
6567,24.00710332,324.4006666,134509424.6,48714240.42,-34839878.51,39.42968816
6568,24.7536211,322.1883177,133717330.8,48712253.11,-37765586.6,38.17626577
6569,25.53710711,320.1132639,132861607.9,48710265.61,-40673338.04,36.92284338
6570,26.35425368,318.1690784,131942662.3,48708277.93,-43561749.16,35.669421
6571,27.20201616,316.3487974,130960930.5,48706290.06,-46429445.48,34.41599861
6572,28.07760956,314.6452038,129916878.9,48704302.02,-49275062.39,33.16257622
6573,28.97849884,313.0510445,128811003.6,48702313.8,-52097245.75,31.90915384
6574,29.90238485,311.5591901,127643830.1,48700325.39,-54894652.54,30.65573145
6575,30.84718803,310.1627473,126415912.9,48698336.8,-57665951.55,29.40230906
6576,31.81103084,308.8551337,125127835.8,48696348.03,-60409823.94,28.14888668
6577,32.79222022,307.6301237,123780210.8,48694359.08,-63124963.92,26.89546429
6578,33.78923035,306.4818728,122373678.5,48692369.95,-65810079.37,25.6420419
6579,34.80068643,305.4049253,120908907.5,48690380.64,-68463892.41,24.38861952
6580,35.8253494,304.3942111,119386594,48688391.15,-71085140.08,23.13519713
6581,36.86210204,303.4450343,117807461.8,48686401.47,-73672574.86,21.88177474
6582,37.90993619,302.5530566,116172261.4,48684411.62,-76224965.32,20.62835236
6583,38.96794122,301.7142781,114481770.4,48682421.58,-78741096.7,19.37492997
6584,40.0352937,300.9250156,112736792.4,48680431.36,-81219771.47,18.12150758
6585,41.1112481,300.1818812,110938157,48678440.96,-83659809.91,16.8680852
6586,42.1951285,299.4817602,109086719.5,48676450.38,-86060050.66,15.61466281
6587,43.28632122,298.8217902,107183360.1,48674459.62,-88419351.28,14.36124042
6588,44.38426824,298.1993411,105228983.8,48672468.68,-90736588.83,13.10781804
6589,45.48846137,297.6119959,103224520.1,48670477.56,-93010660.33,11.85439565
6590,46.59843704,297.0575331,101170921.9,48668486.25,-95240483.34,10.60097326
6591,47.71377172,296.5339103,99069165.89,48666494.76,-97424996.47,9.347550876
6592,48.83407782,296.039249,96920251.5,48664503.1,-99563159.87,8.09412849
6593,49.95900001,295.5718208,94725200.61,48662511.25,-101653955.7,6.840706103
6594,51.08821203,295.1300344,92485057.11,48660519.22,-103696388.7,5.587283716
6595,52.22141378,294.7124244,90200886.32,48658527.01,-105689486.7,4.33386133
6596,53.35832874,294.3176401,87873774.54,48656534.62,-107632300.6,3.080438943
6597,54.49870168,293.9444366,85504828.5,48654542.05,-109523905.8,1.827016556
6598,55.64229665,293.5916652,83095174.86,48652549.29,-111363401.5,0.57359417
6599,56.78889506,293.2582664,80645959.65,48650556.36,-113149912.1,359.3201718
6600,57.93829413,292.9432617,78158347.73,48648563.24,-114882586.9,358.0667494
6601,59.09030533,292.6457478,75633522.26,48646569.95,-116560601,356.813327
6602,60.24475312,292.3648903,73072684.09,48644576.47,-118183155.4,355.5599046
6603,61.40147374,292.0999182,70477051.26,48642582.81,-119749477.5,354.3064822
6604,62.56031409,291.8501194,67847858.33,48640588.97,-121258821.6,353.0530598
6605,63.72113084,291.614836,65186355.88,48638594.95,-122710468.7,351.7996375
6606,64.88378948,291.3934602,62493809.85,48636600.75,-124103727.7,350.5462151
6607,66.04816356,291.1854308,59771500.97,48634606.37,-125437935,349.2927927
6608,67.21413395,290.9902301,57020724.17,48632611.8,-126712455.2,348.0393703
6609,68.38158819,290.8073803,54242787.9,48630617.06,-127926681.2,346.7859479
6610,69.55041989,290.6364414,51439013.56,48628622.13,-129080034.7,345.5325255
6611,70.72052819,290.4770084,48610734.88,48626627.03,-130171966.1,344.2791031
6612,71.89181723,290.3287093,45759297.23,48624631.74,-131201955.5,343.0256808
6613,73.06419571,290.1912028,42886057.03,48622636.27,-132169511.9,341.7722584
6614,74.23757646,290.0641766,39992381.09,48620640.62,-133074174.4,340.518836
6615,75.41187605,289.947346,37079645.96,48618644.79,-133915511.9,339.2654136
6616,76.5870144,289.8404521,34149237.27,48616648.78,-134693123.4,338.0119912
6617,77.7629145,289.7432606,31202549.05,48614652.59,-135406638.2,336.7585688
6618,78.93950201,289.6555606,28240983.14,48612656.21,-136055716.1,335.5051464
6619,80.11670504,289.5771637,25265948.43,48610659.66,-136640047.7,334.251724
6620,81.29445383,289.5079027,22278860.26,48608662.93,-137159354.1,332.9983017
6621,82.47268051,289.4476314,19281139.7,48606666.01,-137613387.6,331.7448793
6622,83.6513188,289.3962232,16274212.92,48604668.91,-138001931.5,330.4914569
6623,84.83030384,289.353571,13259510.46,48602671.64,-138324800.2,329.2380345
6624,86.00957192,289.3195863,10238466.59,48600674.18,-138581839.3,327.9846121
6625,87.18906026,289.2941992,7212518.614,48598676.54,-138772925.8,326.7311897
6626,88.3687068,289.2773577,4183106.173,48596678.72,-138897968.2,325.4777673
6627,89.54844998,289.2690278,1151670.583,48594680.72,-138956906.1,324.224345
6628,90.72822857,289.269193,-1880345.866,48592682.54,-138949710.9,322.9709226
6629,91.90798141,289.2778545,-4911500.59,48590684.18,-138876385.2,321.7175002
6630,93.08764724,289.2950309,-7940351.4,48588685.63,-138736963.1,320.4640778
6631,94.2671645,289.3207587,-10965457.19,48586686.91,-138531510.4,319.2106554
6632,95.4464711,289.3550921,-13985378.61,48584688,-138260124,317.957233
6633,96.62550421,289.3981035,-16998678.77,48582688.92,-137922932.4,316.7038106
6634,97.80420007,289.4498837,-20003923.92,48580689.65,-137520095.2,315.4503882
6635,98.98249374,289.5105425,-22999684.11,48578690.21,-137051803.3,314.1969659
6636,100.1603189,289.580209,-25984533.91,48576690.58,-136518279,312.9435435
6637,101.3376076,289.6590324,-28957053.03,48574690.77,-135919775.3,311.6901211
6638,102.5142898,289.7471826,-31915827.07,48572690.78,-135256576.2,310.4366987
6639,103.6902937,289.8448512,-34859448.13,48570690.61,-134528996.6,309.1832763
6640,104.8655448,289.9522524,-37786515.52,48568690.26,-133737382,307.9298539
6641,106.0399657,290.069624,-40695636.39,48566689.73,-132882108.4,306.6764315
6642,107.2134764,290.1972285,-43585426.43,48564689.02,-131963581.8,305.4230092
6643,108.3859931,290.3353548,-46454510.51,48562688.13,-130982238.7,304.1695868
6644,109.5574284,290.4843194,-49301523.32,48560687.05,-129938545.3,302.9161644
6645,110.7276906,290.6444683,-52125110.07,48558685.8,-128832997.5,301.662742
6646,111.8966837,290.8161785,-54923927.07,48556684.36,-127666120.6,300.4093196
6647,113.0643064,290.9998606,-57696642.41,48554682.75,-126438469.1,299.1558972
6648,114.2304518,291.1959605,-60441936.59,48552680.95,-125150626.5,297.9024748
6649,115.395007,291.4049624,-63158503.13,48550678.98,-123803204.9,296.6490524
6650,116.5578524,291.6273912,-65845049.22,48548676.82,-122396844.6,295.3956301
6651,117.7188607,291.863816,-68500296.3,48546674.48,-120932214.1,294.1422077
6652,118.8778969,292.1148528,-71122980.71,48544671.96,-119410009.8,292.8887853
6653,120.0348167,292.381169,-73711854.25,48542669.26,-117830955.1,291.6353629
6654,121.1894662,292.6634871,-76265684.79,48540666.39,-116195800.8,290.3819405
6655,122.3416804,292.9625893,-78783256.89,48538663.33,-114505324.2,289.1285181
6656,123.4912827,293.2793225,-81263372.31,48536660.08,-112760329,287.8750957
6657,124.6380831,293.6146038,-83704850.65,48534656.66,-110961644.9,286.6216734
6658,125.7818773,293.9694269,-86106529.85,48532653.06,-109110127.1,285.368251
6659,126.922445,294.3448683,-88467266.79,48530649.28,-107206655.9,284.1148286
6660,128.059548,294.7420954,-90785937.82,48528645.32,-105252136.4,282.8614062
6661,129.1929289,295.1623739,-93061439.3,48526641.17,-103247498,281.6079838
6662,130.3223085,295.6070774,-95292688.08,48524636.85,-101193693.9,280.3545614
6663,131.4473835,296.0776973,-97478622.09,48522632.34,-99091700.79,279.101139
6664,132.5678244,296.5758533,-99618200.8,48520627.66,-96942518.17,277.8477166
6665,133.6832716,297.1033058,-101710405.7,48518622.79,-94747168.11,276.5942943
6666,134.7933332,297.6619687,-103754240.9,48516617.75,-92506694.61,275.3408719
6667,135.8975802,298.2539242,-105748733.3,48514612.52,-90222163.19,274.0874495
6668,136.9955431,298.8814379,-107692933.6,48512607.11,-87894660.29,272.8340271
6669,138.0867066,299.5469761,-109585916,48510601.53,-85525292.85,271.5806047
6670,139.170505,300.2532241,-111426779.5,48508595.76,-83115187.73,270.3271823
6671,140.2463151,301.0031057,-113214647.5,48506589.81,-80665491.17,269.0737599
6672,141.3134506,301.7998041,-114948668.9,48504583.68,-78177368.27,267.8203376
6673,142.3711537,302.6467836,-116628018,48502577.37,-75652002.43,266.5669152
6674,143.4185869,303.5478119,-118251895.2,48500570.88,-73090594.78,265.3134928
6675,144.4548233,304.506983,-119819527.3,48498564.21,-70494363.6,264.0600704
6676,145.4788362,305.5287388,-121330167.9,48496557.36,-67864543.78,262.806648
6677,146.4894867,306.6178895,-122783097.5,48494550.33,-65202386.17,261.5532256
6678,147.485511,307.77963,-124177624.2,48492543.12,-62509157.04,260.2998032
6679,148.4655058,309.0195513,-125513084,48490535.73,-59786137.46,259.0463808
6680,149.4279126,310.3436432,-126788840.7,48488528.15,-57034622.67,257.7929585
6681,150.3710008,311.7582853,-128004286.7,48486520.4,-54255921.51,256.5395361
6682,151.2928505,313.2702201,-129158843,48484512.47,-51451355.73,255.2861137
6683,152.1913337,314.8865033,-130251959.8,48482504.36,-48622259.45,254.0326913
6684,153.0640968,316.6144231,-131283116.2,48480496.06,-45769978.43,252.7792689
6685,153.908544,318.4613798,-132251820.8,48478487.59,-42895869.5,251.5258465
6686,154.7218232,320.4347142,-133157612.3,48476478.93,-40001299.89,250.2724241
6687,155.5008168,322.5414767,-134000058.8,48474470.1,-37087646.57,249.0190018
6688,156.2421389,324.7881239,-134778758.8,48472461.08,-34156295.62,247.7655794
6689,156.9421435,327.1801371,-135493341.3,48470451.89,-31208641.53,246.512157
6690,157.5969456,329.7215606,-136143465.4,48468442.51,-28246086.59,245.2587346
6691,158.2024604,332.414465,-136728821.2,48466432.96,-25270040.18,244.0053122
6692,158.7544633,335.2583598,-137249129.4,48464423.22,-22281918.11,242.7518898
6693,159.2486741,338.2495907,-137704141.8,48462413.31,-19283141.98,241.4984674
6694,159.6808673,341.3807832,-138093641.1,48460403.21,-16275138.43,240.245045
6695,160.0470052,344.6404092,-138417441.4,48458392.93,-13259338.55,238.9916227
6696,160.34339,348.0125649,-138675387.8,48456382.47,-10237177.12,237.7382003
6697,160.5668247,351.4770462,-138867357,48454371.84,-7210091.979,236.4847779
6698,160.7147696,355.0097808,-138993256.7,48452361.02,-4179523.331,235.2313555
6699,160.7854778,358.5836337,-139053026.5,48450350.02,-1146913.04,233.9779331
6700,160.7780952,2.16953931,-139046637.1,48448338.84,1886296.038,232.7245107
6701,160.6927107,5.737853968,-138974090.9,48446327.49,4918660.743,231.4710883
6702,160.5303508,9.25977647,-138835421.7,48444315.95,7948738.306,230.217666
6703,160.2929195,12.70866984,-138630694.7,48442304.23,10975087.03,228.9642436
6704,159.9830908,16.06113853,-138360006.6,48440292.33,13996266.97,227.7108212
6705,159.6041671,19.29776506,-138023485.4,48438280.25,17010840.62,226.4573988
6706,159.1599219,22.40347245,-137621290.6,48436267.99,20017373.63,225.2039764
6707,158.6544385,25.36753783,-137153612.7,48434255.55,23014435.43,223.950554
6708,158.091962,28.18332403,-136620673.7,48432242.93,26000599.94,222.6971316
6709,157.4767689,30.8478163,-136022726.3,48430230.13,28974446.28,221.4437092
6710,156.813063,33.36105174,-135360054.3,48428217.15,31934559.37,220.1902869
6711,156.1048951,35.72551589,-134632972.4,48426203.99,34879530.7,218.9368645
6712,155.3561074,37.94556191,-133841825.6,48424190.65,37807958.9,217.6834421
6713,154.5702977,40.02688751,-132986989.8,48422177.13,40718450.48,216.4300197
6714,153.7508016,41.97608763,-132068871,48420163.43,43609620.48,215.1765973
6715,152.9006862,43.80028811,-131087905.3,48418149.55,46480093.09,213.9231749
6716,152.0227542,45.50685692,-130044558.8,48416135.49,49328502.34,212.6697525
6717,151.1195546,47.10318459,-128939327.1,48414121.25,52153492.77,211.4163302
6718,150.193397,48.59652368,-127772735.5,48412106.83,54953720.01,210.1629078
6719,149.2463688,49.99387633,-126545338.3,48410092.23,57727851.48,208.9094854
6720,148.2803529,51.30191995,-125257718.9,48408077.45,60474566.98,207.656063
6721,147.297046,52.52696237,-123910489.2,48406062.49,63192559.37,206.4026406
6722,146.2979761,53.67491899,-122504289.6,48404047.35,65880535.15,205.1492182
6723,145.2845189,54.75130602,-121039788.5,48402032.02,68537215.06,203.8957958
6724,144.2579137,55.76124517,-119517681.9,48400016.52,71161334.76,202.6423734
6725,143.219277,56.70947612,-117938693.6,48398000.84,73751645.36,201.3889511
6726,142.1696159,57.600374,-116303574.1,48395984.98,76306914.04,200.1355287
6727,141.1098397,58.43796997,-114613100.8,48393968.94,78825924.66,198.8821063
6728,140.0407699,59.2259733,-112868077.4,48391952.72,81307478.3,197.6286839
6729,138.9631501,59.96779395,-111069333.5,48389936.32,83750393.86,196.3752615
6730,137.8776544,60.66656494,-109217724.4,48387919.74,86153508.59,195.1218391
6731,136.7848941,61.32516394,-107314130.6,48385902.98,88515678.69,193.8684167
6732,135.6854252,61.94623387,-105359457,48383886.04,90835779.82,192.6149944
6733,134.5797538,62.53220228,-103354633.2,48381868.91,93112707.63,191.361572
6734,133.4683414,63.08529939,-101300612.5,48379851.61,95345378.32,190.1081496
6735,132.3516092,63.60757482,-99198371.61,48377834.13,97532729.11,188.8547272
6736,131.2299431,64.10091294,-97048910.27,48375816.47,99673718.8,187.6013048
6737,130.1036963,64.56704706,-94853250.63,48373798.63,101767328.2,186.3478824
6738,128.9731932,65.00757229,-92612436.84,48371780.61,103812560.7,185.09446
6739,127.8387322,65.42395732,-90327534.58,48369762.41,105808442.7,183.8410376
6740,126.7005879,65.81755517,-87999630.49,48367744.03,107754023.9,182.5876153
6741,125.559014,66.18961291,-85629831.69,48365725.47,109648378.3,181.3341929
6742,124.4142449,66.54128051,-83219265.23,48363706.73,111490603.8,180.0807705
6743,123.2664975,66.8736189,-80769077.61,48361687.81,113279823.4,178.8273481
6744,122.1159733,67.18760725,-78280434.14,48359668.71,115015185.2,177.5739257
6745,120.9628593,67.48414956,-75754518.48,48357649.43,116695863,176.3205033
6746,119.8073298,67.76408066,-73192532.03,48355629.97,118321056.5,175.0670809
6747,118.6495472,68.02817167,-70595693.36,48353610.33,119889991.9,173.8136586
6748,117.4896635,68.27713486,-67965237.62,48351590.51,121401922.1,172.5602362
6749,116.3278208,68.5116282,-65302415.99,48349570.52,122856127,171.3068138
6750,115.1641525,68.73225932,-62608495.06,48347550.34,124251914.2,170.0533914
6751,113.998784,68.93958924,-59884756.23,48345529.98,125588618.9,168.799969
6752,112.8318334,69.13413566,-57132495.09,48343509.44,126865604.4,167.5465466
6753,111.6634121,69.31637598,-54353020.82,48341488.72,128082262.6,166.2931242
6754,110.4936256,69.48675003,-51547655.58,48339467.82,129238013.9,165.0397018
6755,109.3225739,69.64566253,-48717733.85,48337446.75,130332307.7,163.7862795
6756,108.1503519,69.79348536,-45864601.79,48335425.49,131364622.7,162.5328571
6757,106.9770501,69.93055953,-42989616.64,48333404.05,132334467.1,161.2794347
6758,105.8027548,70.05719704,-40094146.06,48331382.44,133241378.7,160.0260123
6759,104.6275486,70.17368251,-37179567.45,48329360.64,134084925.3,158.7725899
6760,103.4515109,70.28027465,-34247267.32,48327338.66,134864705,157.5191675
6761,102.2747178,70.37720762,-31298640.65,48325316.51,135580345.9,156.2657451
6762,101.097243,70.46469218,-28335090.18,48323294.17,136231506.9,155.0123228
6763,99.91915767,70.54291674,-25358025.76,48321271.65,136817877.4,153.7589004
6764,98.74053079,70.61204832,-22368863.72,48319248.96,137339177.9,152.505478
6765,97.56142955,70.67223336,-19369026.12,48317226.08,137795159.4,151.2520556
6766,96.38191952,70.72359841,-16359940.15,48315203.03,138185604.4,149.9986332
6767,95.20206489,70.76625077,-13343037.39,48313179.8,138510326.3,148.7452108
6768,94.02192866,70.80027896,-10319753.17,48311156.38,138769169.9,147.4917884
6769,92.84157296,70.8257532,-7291525.867,48309132.79,138962011.4,146.238366
6770,91.66105914,70.84272566,-4259796.228,48307109.02,139088758.3,144.9849437
6771,90.48044809,70.85123079,-1226006.682,48305085.06,139149349.5,143.7315213
6772,89.29980036,70.85128543,1808399.349,48303060.93,139143755.6,142.4780989
6773,88.11917641,70.84288887,4841978.131,48301036.62,139071978.3,141.2246765
6774,86.93863682,70.82602292,7873286.309,48299012.13,138934051.1,139.9712541
6775,85.75824244,70.80065172,10900881.59,48296987.46,138730039.1,138.7178317
6776,84.57805465,70.76672167,13923323.43,48294962.6,138460038.3,137.4644093
6777,83.39813555,70.72416109,16939173.74,48292937.57,138124176.7,136.210987
6778,82.21854816,70.67287994,19946997.52,48290912.36,137722613.3,134.9575646
6779,81.03935666,70.61276934,22945363.59,48288886.97,137255538.5,133.7041422
6780,79.86062662,70.54370107,25932845.25,48286861.41,136723173.6,132.4507198
6781,78.68242521,70.46552696,28908020.98,48284835.66,136125771.4,131.1972974
6782,77.50482148,70.37807812,31869475.07,48282809.73,135463615.3,129.943875
6783,76.32788659,70.28116416,34815798.35,48280783.62,134737019.7,128.6904526
6784,75.15169415,70.1745722,37745588.81,48278757.33,133946329.6,127.4370302
6785,73.97632044,70.0580658,40657452.3,48276730.87,133091920.4,126.1836079
6786,72.80184477,69.9313838,43550003.2,48274704.22,132174198,124.9301855
6787,71.62834982,69.79423891,46421865.05,48272677.39,131193598.4,123.6767631
6788,70.45592196,69.64631623,49271671.2,48270650.39,130150587.3,122.4233407
6789,69.28465173,69.48727159,52098065.51,48268623.2,129045660.4,121.1699183
6790,68.11463416,69.31672969,54899702.95,48266595.84,127879342.8,119.9164959
6791,66.94596933,69.13428203,57675250.25,48264568.3,126652188.5,118.6630735
6792,65.77876279,68.93948465,60423386.54,48262540.57,125364781,117.4096512
6793,64.6131262,68.73185561,63142803.99,48260512.67,124017731.9,116.1562288
6794,63.44917782,68.5108722,65832208.41,48258484.59,122611681.6,114.9028064
6795,62.2870433,68.27596791,68490319.87,48256456.33,121147298.5,113.649384
6796,61.1268563,68.026529,71115873.33,48254427.88,119625278.5,112.3959616
6797,59.96875936,67.76189081,73707619.2,48252399.26,118046345.3,111.1425392
6798,58.81290472,67.48133358,76264324,48250370.46,116411249.5,109.8891168
6799,57.65945539,67.18407794,78784770.87,48248341.48,114720768.3,108.6356944
6800,56.50858615,66.86927988,81267760.22,48246312.33,112975705.6,107.3822721
6801,55.36048479,66.53602519,83712110.24,48244282.99,111176891,106.1288497
6802,54.21535345,66.18332334,86116657.52,48242253.47,109325179.7,104.8754273
6803,53.07341013,65.81010074,88480257.54,48240223.77,107421452.2,103.6220049
6804,51.93489029,65.41519328,90801785.29,48238193.9,105466613.7,102.3685825
6805,50.80004879,64.99733811,93080135.74,48236163.84,103461593.8,101.1151601
6806,49.66916193,64.55516457,95314224.38,48234133.61,101407345.8,99.86173774
6807,48.54252977,64.0871842,97502987.78,48232103.19,99304846.65,98.60831535
6808,47.42047879,63.59177976,99645384.04,48230072.6,97155096.12,97.35489296
6809,46.30336476,63.06719314,101740393.3,48228041.83,94959116.52,96.10147058
6810,45.19157614,62.51151211,103787018.3,48226010.87,92717952.18,94.84804819
6811,44.0855377,61.92265579,105784284.7,48223979.74,90432668.93,93.5946258
6812,42.98571478,61.29835885,107731241.7,48221948.43,88104353.59,92.34120342
6813,41.89261798,60.63615427,109626962.3,48219916.94,85734113.5,91.08778103
6814,40.80680849,59.93335479,111470544.2,48217885.27,83323075.91,89.83435864
6815,39.72890408,59.18703291,113261109.4,48215853.42,80872387.55,88.58093626
6816,38.65958587,58.39399965,114997805.5,48213821.39,78383213.97,87.32751387
6817,37.59960594,57.55078229,116679805.7,48211789.19,75856739.1,86.07409148
6818,36.54979588,56.65360121,118306308.9,48209756.8,73294164.59,84.8206691
6819,35.51107642,55.69834658,119876540.8,48207724.24,70696709.29,83.56724671
6820,34.48446813,54.68055554,121389753.6,48205691.49,68065608.67,82.31382432
6821,33.47110344,53.59539094,122845226.7,48203658.57,65402114.21,81.06040194
6822,32.47223987,52.43762331,124242266.9,48201625.46,62707492.83,79.80697955
6823,31.48927462,51.20161802,125580209,48199592.18,59983026.26,78.55355716
6824,30.5237605,49.8813307,126858415.6,48197558.72,57230010.45,77.30013478
6825,29.57742296,48.47031454,128076278.1,48195525.08,54449754.94,76.04671239
6826,28.65217816,46.96174459,129233216.1,48193491.26,51643582.26,74.79329
6827,27.75015155,45.34846517,130328678.7,48191457.26,48812827.28,73.53986762
6828,26.87369626,43.6230683,131362144,48189423.08,45958836.57,72.28644523
6829,26.02541048,41.7780122,132333119.5,48187388.72,43082967.78,71.03302284
6830,25.20815222,39.80579059,133241142.5,48185354.18,40186588.99,69.77960046
6831,24.42504969,37.69916395,134085780.4,48183319.47,37271078.05,68.52617807
6832,23.67950469,35.45146351,134866630.5,48181284.57,34337821.92,67.27275568
6833,22.97518597,33.05697639,135583320.7,48179249.5,31388216.02,66.0193333
6834,22.31600885,30.5114149,136235509.2,48177214.25,28423663.57,64.76591091
6835,21.70609713,27.8124635,136822885.1,48175178.81,25445574.92,63.51248852
6836,21.14972337,24.96038324,137345168.1,48173143.2,22455366.87,62.25906614
6837,20.65122432,21.95863456,137802109,48171107.41,19454462,61.00564375
6838,20.21489025,18.81445857,138193489.7,48169071.44,16444288,59.75222136
6839,19.84482937,15.53933649,138519123.2,48167035.29,13426276.99,58.49879898
6840,19.54481273,12.14923512,138778854,48164998.96,10401864.83,57.24537659
6841,19.31810925,8.664548451,138972557.6,48162962.46,7372490.426,55.9919542
6842,19.16732457,5.109669888,139100141.3,48160925.77,4339595.091,54.73853182
6843,19.09426031,1.512176547,139161543.5,48158888.91,1304621.809,53.48510943
