(index + 1),Azimuth[index],Elevation[index],SunXComponents[index],SunYComponents[index],SunZComponents[index]
1,125.6112696,298.8277691,-85652966.31,57663270.06,-104726623.4
2,126.7037585,299.2708674,-87924247.06,57663270.06,-102827930
3,127.791395,299.7385101,-90146858.36,57662654.06,-100886231.6
4,128.8738362,300.2320093,-92326601.33,57662037.85,-98896521.49
5,129.9507123,300.7527755,-94462439.08,57661421.42,-96859745.75
6,131.0216241,301.3023254,-96553355.57,57660804.77,-94776872.99
7,132.0861405,301.8822891,-98598356.14,57660187.9,-92648893.7
8,133.143795,302.4944181,-100596468,57659570.82,-90476819.86
9,134.1940822,303.1405937,-102546740.5,57658953.52,-88261684.38
10,135.2364542,303.8228354,-104448245.9,57658336.01,-86004540.7
11,136.2703164,304.5433098,-106300079.7,57657718.27,-83706462.22
12,137.2950224,305.3043386,-108101360.8,57657100.32,-81368541.82
13,138.3098697,306.1084075,-109851232.4,57656482.16,-78991891.32
14,139.3140937,306.9581732,-111548861.9,57655863.77,-76577641
15,140.3068617,307.8564705,-113193441.7,57655245.17,-74126938.99
16,141.2872668,308.8063174,-114784189.4,57654626.36,-71640950.79
17,142.2543204,309.8109172,-116320348.3,57654007.32,-69120858.66
18,143.2069454,310.873659,-117801187.3,57653388.07,-66567861.12
19,144.1439678,311.9981126,-119226002.1,57652768.6,-63983172.31
20,145.0641088,313.1880185,-120594114.7,57652148.92,-61368021.46
21,145.9659768,314.4472706,-121904874.2,57651529.02,-58723652.32
22,146.8480582,315.7798902,-123157656.9,57650908.9,-56051322.49
23,147.7087104,317.1899875,-124351866.8,57650288.57,-53352302.93
24,148.5461535,318.6817108,-125486935.6,57649668.01,-50627877.24
25,149.3584647,320.2591779,-126562323.3,57649047.25,-47879341.17
26,150.1435734,321.9263888,-127577518.1,57648426.26,-45108001.9
27,150.8992595,323.6871156,-128532037,57647805.06,-42315177.47
28,151.6231546,325.5447685,-129425425.7,57647183.64,-39502196.14
29,152.3127484,327.5022361,-130257259,57646562.01,-36670395.79
30,152.9654,329.5617,-131027141.2,57645940.15,-33821123.23
31,153.5783568,331.7244269,-131734705.8,57645318.08,-30955733.58
32,154.148781,333.9905435,-132379616,57644695.8,-28075589.64
33,154.6737858,336.3588043,-132961564.8,57644073.3,-25182061.25
34,155.1504804,338.8263655,-133480275.2,57643450.58,-22276524.59
35,155.5760251,341.3885846,-133935500.3,57642827.64,-19360361.59
36,155.9476955,344.0388667,-134327023.3,57642204.49,-16434959.2
37,156.2629524,346.7685815,-134654657.8,57641581.12,-13501708.81
38,156.5195164,349.567074,-134918247.6,57640957.53,-10562005.52
39,156.7154415,352.4217854,-135117667.2,57640333.73,-7617247.513
40,156.8491838,355.3184939,-135252821.4,57639709.71,-4668835.386
41,156.919659,358.2416712,-135323645.7,57639085.47,-1718171.476
42,156.9262857,1.174936623,-135330106.3,57638461.02,1233340.806
43,156.8690087,4.101578737,-135272199.8,57637836.35,4184297.636
44,156.7483011,7.005103803,-135149953.4,57637211.46,7133295.453
45,156.5651454,9.869766316,-134963425.1,57636586.36,10078931.62
46,156.3209942,12.68104028,-134712703.4,57635961.04,13019805.09
47,156.017715,15.42599783,-134397907.3,57635335.5,15954517.08
48,155.6575239,18.09357469,-134019186.2,57634709.75,18881671.74
49,155.242912,20.67471582,-133576720.1,57634083.78,21799876.8
50,154.7765711,23.1624077,-133070719.1,57633457.59,24707744.23
51,154.2613222,25.55161304,-132501423.7,57632831.19,27603890.93
52,153.7000501,27.8391299,-131869104.3,57632204.57,30486939.38
53,153.0956465,30.02339888,-131174061.6,57631577.73,33355518.24
54,152.4509625,32.10428091,-130416625.9,57630950.68,36208263.09
55,151.7687707,34.08282492,-129597157.2,57630323.41,39043817.02
56,151.0517368,35.96104035,-128716044.9,57629695.92,41860831.3
57,150.3023994,37.741685,-127773708,57629068.22,44657965.99
58,149.5231569,39.42807483,-126770594.5,57628440.29,47433890.62
59,148.7162603,41.02391875,-125707181.1,57627812.16,50187284.8
60,147.8838112,42.53317918,-124583973.6,57627183.8,52916838.85
61,147.0277628,43.95995743,-123401505.8,57626555.23,55621254.42
62,146.1499239,45.30840167,-122160339.9,57625926.44,58299245.12
63,145.2519652,46.58263496,-120861066.1,57625297.44,60949537.11
64,144.3354262,47.78670049,-119504302.2,57624668.22,63570869.73
65,143.4017233,48.92452121,-118090693.1,57624038.78,66161996.1
66,142.4521578,49.99987126,-116620911.1,57623409.13,68721683.66
67,141.4879248,51.01635699,-115095655.1,57622779.26,71248714.86
68,140.5101208,51.97740552,-113515650.2,57622149.17,73741887.62
69,139.5197521,52.8862591,-111881647.7,57621518.87,76200016
70,138.517742,53.74597401,-110194424.7,57620888.35,78621930.69
71,137.504938,54.55942278,-108454783.3,57620257.61,81006479.64
72,136.4821181,55.32929879,-106663550.9,57619626.65,83352528.52
73,135.4499975,56.05812263,-104821579.2,57618995.48,85658961.36
74,134.4092335,56.74824958,-102929744.1,57618364.1,87924680.98
75,133.360431,57.40187771,-100988945.2,57617732.49,90148609.58
76,132.3041474,58.02105646,-99000105.4,57617100.67,92329689.25
77,131.2408964,58.60769522,-96964170.54,57616468.63,94466882.43
78,130.1711522,59.16357187,-94882108.74,57615836.38,96559172.43
79,129.0953531,59.69034116,-92754910.13,57615203.91,98605563.94
80,128.0139044,60.18954271,-90583586.28,57614571.22,100605083.5
81,126.9271818,60.6626087,-88369169.77,57613938.32,102556779.8
82,125.8355336,61.11087111,-86112713.69,57613305.2,104459724.4
83,124.7392834,61.5355686,-83815291.1,57612671.86,106313012
84,123.6387321,61.93785293,-81477994.57,57612038.31,108115761.1
85,122.53416,62.31879495,-79101935.64,57611404.54,109867113.8
86,121.4258285,62.67939018,-76688244.27,57610770.55,111566237.1
87,120.3139819,63.02056398,-74238068.36,57610136.35,113212322.6
88,119.1988487,63.34317641,-71752573.12,57609501.93,114804587.2
89,118.080643,63.64802659,-69232940.61,57608867.29,116342273.2
90,116.9595657,63.93585688,-66680369.1,57608232.44,117824649.2
91,115.8358059,64.20735659,-64096072.55,57607597.37,119251009.9
92,114.7095415,64.46316548,-61481279.99,57606962.08,120620676.6
93,113.5809404,64.703877,-58837234.99,57606326.58,121932997.6
94,112.4501614,64.93004115,-56165195.02,57605690.86,123187348.6
95,111.3173546,65.14216723,-53466430.87,57605054.92,124383132.7
96,110.1826628,65.34072631,-50742226.06,57604418.77,125519781
97,109.0462216,65.52615343,-47993876.19,57603782.4,126596752.6
98,107.90816,65.69884974,-45222688.37,57603145.81,127613534.9
99,106.7686015,65.85918433,-42429980.57,57602509.01,128569644.3
100,105.6276641,66.00749596,-39617081.01,57601871.99,129464625.6
101,104.485461,66.14409464,-36785327.5,57601234.76,130298053.1
102,103.3421011,66.26926299,-33936066.84,57600597.3,131069529.9
103,102.1976893,66.38325757,-31070654.15,57599959.64,131778689
104,101.0523269,66.48630999,-28190452.25,57599321.75,132425192.9
105,99.90611227,66.57862794,-25296830.98,57598683.65,133008733.7
