(index + 1),Azimuth[index],Elevation[index],SunXComponents[index],SunYComponents[index],SunZComponents[index]
1,135.5127278,56.07670074,-104937996,57525182.4,85573514.25
2,134.4717345,56.76800826,-103041922.4,57525182.4,87848525.47
3,133.4226933,57.42272235,-101102764.6,57524521.96,90074937.71
4,132.3661627,58.04290175,-99115510.95,57523861.31,92258536.35
5,131.3026577,58.63046429,-97081106.49,57523200.44,94398282.63
6,130.2326534,59.18719553,-95000518.64,57522539.36,96493158.64
7,129.1565889,59.71475717,-92874736.8,57521878.07,98542167.81
8,128.0748704,60.21469514,-90704771.87,57521216.56,100544335.4
9,126.9878741,60.68844734,-88491655.79,57520554.84,102498708.8
10,125.8959489,61.13735096,-86236441,57519892.9,104404358.4
11,124.7994188,61.56264939,-83940199.98,57519230.74,106260377.5
12,123.6985852,61.96549868,-81604024.75,57518568.37,108065883.2
13,122.5937286,62.34697357,-79229026.28,57517905.79,109820016.5
14,121.4851107,62.70807315,-76816334.06,57517242.99,111521942.9
15,120.372976,63.04972605,-74367095.47,57516579.98,113170852.6
16,119.2575533,63.37279526,-71882475.32,57515916.75,114765961.1
17,118.1390566,63.67808264,-69363655.21,57515253.31,116306509.7
18,117.0176872,63.96633302,-66811833.05,57514589.66,117791765.2
19,115.893634,64.238238,-64228222.43,57513925.79,119221021
20,114.7670752,64.49443945,-61614052.06,57513261.7,120593597.1
21,113.6381785,64.73553275,-58970565.21,57512597.4,121908840.5
22,112.5071027,64.9620697,-56299019.08,57511932.88,123166125.2
23,111.3739982,65.17456125,-53600684.24,57511268.15,124364853.2
24,110.2390074,65.37348002,-50876843.98,57510603.21,125504453.8
25,109.102266,65.5592625,-48128793.76,57509938.05,126584385
26,107.963903,65.73231118,-45357840.54,57509272.68,127604132.8
27,106.8240417,65.89299642,-42565302.18,57508607.09,128563211.9
28,105.6828001,66.04165818,-39752506.81,57507941.28,129461165.9
29,104.5402913,66.17860759,-36920792.21,57507275.27,130297567.4
30,103.396624,66.30412834,-34071505.16,57506609.03,131072018.5
31,102.2519031,66.41847803,-31206000.79,57505942.59,131784150.3
32,101.1062297,66.52188924,-28325641.98,57505275.92,132433624.1
33,99.95970193,66.61457062,-25431798.64,57504609.05,133020130.6
34,98.8124151,66.69670779,-22525847.15,57503941.96,133543390.6
35,97.66446196,66.76846414,-19609169.6,57503274.65,134003155
36,96.51593316,66.82998157,-16683153.23,57502607.13,134399204.7
37,95.36691746,66.88138106,-13749189.71,57501939.39,134731351.3
38,94.21750209,66.92276324,-10808674.49,57501271.44,134999436.4
39,93.06777303,66.95420877,-7863006.156,57500603.28,135203332.2
40,91.91781525,66.97577872,-4913585.74,57499934.9,135342941.5
41,90.76771299,66.98751479,-1961816.071,57499266.31,135418197.7
42,89.61755009,66.98943954,990898.9015,57498597.5,135429064.7
43,88.46741016,66.98155644,3943154.773,57497928.47,135375537
44,87.31737691,66.96384989,6893547.349,57497259.24,135257639.8
45,86.1675344,66.93628518,9840673.319,57496589.78,135075429
46,85.0179673,66.89880831,12783130.92,57495920.12,134828990.9
47,83.86876114,66.85134579,15719520.59,57495250.24,134518442.4
48,82.72000264,66.79380428,18648445.68,57494580.14,134143931.2
49,81.57177993,66.72607024,21568513.04,57493909.83,133705634.9
50,80.42418291,66.64800944,24478333.78,57493239.3,133203761.8
51,79.27730347,66.55946633,27376523.82,57492568.56,132638550.3
52,78.13123589,66.4602634,30261704.66,57491897.61,132010269
53,76.98607711,66.35020043,33132503.95,57491226.44,131319216.5
54,75.84192712,66.22905355,35987556.17,57490555.06,130565721.2
55,74.69888929,66.09657429,38825503.31,57489883.46,129750141.2
56,73.55707081,65.95248845,41644995.47,57489211.64,128872864.3
57,72.41658305,65.79649486,44444691.54,57488539.62,127934307.2
58,71.27754206,65.62826402,47223259.79,57487867.37,126934916.4
59,70.140069,65.44743659,49979378.56,57487194.92,125875166.7
60,69.0042907,65.25362169,52711736.86,57486522.24,124755562.1
61,67.87034019,65.04639509,55419034.98,57485849.36,123576634.8
62,66.73835727,64.82529718,58099985.14,57485176.26,122338945.3
63,65.60848923,64.58983079,60753312.08,57484502.94,121043082
64,64.48089148,64.33945876,63377753.67,57483829.41,119689661
65,63.35572838,64.07360127,65972061.52,57483155.67,118279325.9
66,62.23317402,63.79163305,68535001.56,57482481.71,116812747.2
67,61.11341317,63.49288019,71065354.64,57481807.53,115290622.2
68,59.99664226,63.17661672,73561917.11,57481133.15,113713674.6
69,58.88307048,62.84206096,76023501.36,57480458.54,112082654.3
70,57.77292097,62.48837147,78448936.45,57479783.73,110398336.9
71,56.66643212,62.11464267,80837068.61,57479108.69,108661523.1
72,55.56385905,61.71990016,83186761.79,57478433.45,106873038.9
73,54.46547515,61.30309557,85496898.25,57477757.98,105033734.7
74,53.37157388,60.86310111,87766379.04,57477082.31,103144485.2
75,52.28247062,60.3987036,89994124.56,57476406.42,101206188.7
76,51.19850487,59.90859818,92179075.02,57475730.31,99219766.98
77,50.12004254,59.39138146,94320191.03,57475053.99,97186164.56
78,49.04747853,58.84554434,96416454,57474377.46,95106348.54
79,47.98123959,58.26946437,98466866.69,57473700.71,92981307.95
80,46.92178744,57.6613977,100470453.7,57473023.75,90812053.34
81,45.86962224,57.01947074,102426261.8,57472346.57,88599616.29
82,44.82528636,56.34167151,104333360.5,57471669.18,86345048.94
83,43.78936861,55.62584085,106190842.7,57470991.57,84049423.45
84,42.76250879,54.86966374,107997824.5,57470313.75,81713831.52
85,41.74540275,54.07066074,109753446.4,57469635.71,79339383.88
86,40.73880784,53.2261801,111456873,57468957.46,76927209.73
87,39.74354896,52.33339074,113107293.9,57468279,74478456.21
88,38.76052494,51.3892768,114703924,57467600.32,71994287.9
89,37.79071562,50.39063426,116246003.5,57466921.42,69475886.18
90,36.83518917,49.33407065,117732798.9,57466242.32,66924448.75
91,35.89511007,48.21600881,119163602.6,57465562.99,64341189.02
92,34.97174727,47.03269604,120537733.9,57464883.45,61727335.55
93,34.06648266,45.78022031,121854539,57464203.7,59084131.44
94,33.18081949,44.45453536,123113391.3,57463523.74,56412833.76
95,32.3163907,43.05149696,124313691.8,57462843.55,53714712.96
96,31.47496647,41.56691294,125454869.4,57462163.16,50991052.23
97,30.65846085,39.99660962,126536381.1,57461482.55,48243146.94
98,29.86893662,38.33651777,127557712.1,57460801.72,45472303.98
99,29.10860775,36.58278069,128518376.5,57460120.68,42679841.16
100,28.37983848,34.731887,129417917.1,57459439.43,39867086.58
101,27.68513798,32.78082947,130255905.7,57458757.96,37035377.99
102,27.02714934,30.72729005,131031943.5,57458076.28,34186062.17
103,26.40863178,28.56984867,131745661.2,57457394.38,31320494.27
104,25.83243468,26.30821052,132396718.9,57456712.27,28440037.2
105,25.3014625,23.94344243,132984806.9,57456029.94,25546060.92
106,24.81862998,21.47820453,133509645,57455347.4,22639941.85
107,24.3868074,18.91695905,133970983.5,57454664.65,19723062.2
108,24.00875694,16.26613375,134368602.5,57453981.68,16796809.28
109,23.68706181,13.53421612,134702312.8,57453298.49,13862574.88
110,23.42405116,10.7317546,134971955.3,57452615.09,10921754.58
111,23.22172493,7.871248282,135177401.4,57451931.48,7975747.117
112,23.08168356,4.966914936,135318553.3,57451247.65,5025953.685
113,23.00506777,2.034339753,135395343.4,57450563.61,2073777.29
114,22.99251348,359.0900215,135407735.1,57449879.35,-879377.9213
115,23.04412594,356.1508461,135355722,57449194.88,-3832107.332
116,23.15947535,353.2335296,135239328.8,57448510.19,-6783006.522
117,23.33761454,350.3540735,135058610.4,57447825.29,-9730671.935
118,23.5771169,347.5272792,134813652.5,57447140.18,-12673701.55
119,23.87613121,344.766353,134504571.5,57446454.85,-15610695.53
120,24.23244868,342.082627,134131513.9,57445769.31,-18540256.93
121,24.64357675,339.4854011,133694657.1,57445083.55,-21460992.31
122,25.10681478,336.9819032,133194208.4,57444397.57,-24371512.43
123,25.61932697,334.5773487,132630405.8,57443711.39,-27270432.91
124,26.17820912,332.2750805,132003516.9,57443024.99,-30156374.87
125,26.78054703,330.0767624,131313839.9,57442338.37,-33027965.61
126,27.42346518,327.9826046,130561702.3,57441651.54,-35883839.22
127,28.10416563,325.9915997,129747461.7,57440964.49,-38722637.31
128,28.81995738,324.1017551,128871505.2,57440277.23,-41543009.55
129,29.56827727,322.3103101,127934249,57439589.76,-44343614.42
130,30.34670351,320.6139301,126936138.7,57438902.07,-47123119.75
131,31.15296305,319.0088765,125877648.8,57438214.17,-49880203.44
132,31.98493413,317.4911489,124759282.5,57437526.05,-52613554.02
133,32.84064501,316.0566032,123581571.4,57436837.72,-55321871.31
134,33.71826994,314.7010455,122345075.5,57436149.17,-58003867.04
135,34.61612321,313.4203058,121050382.6,57435460.41,-60658265.45
136,35.53265178,312.2102946,119698108.3,57434771.44,-63283803.89
137,36.46642732,311.0670436,118288895.5,57434082.25,-65879233.45
138,37.41613773,309.9867352,116823414.2,57433392.84,-68443319.52
139,38.38057869,308.9657222,115302361.3,57432703.23,-70974842.39
140,39.35864532,308.0005389,113726460,57432013.39,-73472597.86
141,40.34932416,307.0879073,112096459.5,57431323.35,-75935397.74
142,41.35168558,306.2247381,110413134.9,57430633.08,-78362070.51
143,42.36487659,305.4081282,108677286.7,57429942.61,-80751461.8
144,43.38811418,304.6353565,106889740.3,57429251.92,-83102434.97
145,44.42067915,303.9038769,105051345.5,57428561.01,-85413871.64
146,45.46191043,303.2113107,103162976.7,57427869.89,-87684672.26
147,46.51119989,302.5554389,101225531.8,57427178.56,-89913756.57
148,47.56798755,301.9341927,99239932.14,57426487.01,-92100064.17
149,48.63175724,301.3456454,97207121.83,57425795.25,-94242554.99
150,49.7020327,300.7880031,95128067.6,57425103.27,-96340209.79
151,50.77837392,300.2595968,93003758.11,57424411.08,-98392030.67
152,51.86037396,299.7588738,90835203.57,57423718.68,-100397041.5
153,52.94765593,299.2843902,88623435.22,57423026.06,-102354288.4
154,54.03987038,298.8348031,86369504.87,57422333.22,-104262840.4
155,55.13669278,298.4088642,84074484.38,57421640.17,-106121789.2
156,56.23782143,298.0054128,81739465.18,57420946.91,-107930250.7
157,57.34297535,297.6233701,79365557.69,57420253.43,-109687364.4
158,58.45189257,297.2617331,76953890.87,57419559.74,-111392294.3
159,59.56432838,296.9195697,74505611.62,57418865.83,-113044229.3
160,60.68005393,296.5960139,72021884.28,57418171.71,-114642383.5
161,61.79885481,296.2902609,69503890.03,57417477.38,-116185996.4
162,62.9205298,296.0015631,66952826.38,57416782.83,-117674333.6
163,64.0448898,295.7292266,64369906.54,57416088.06,-119106687
164,65.17175674,295.4726072,61756358.92,57415393.08,-120482375.2
165,66.30096266,295.2311075,59113426.48,57414697.89,-121800743.4
166,67.43234883,295.0041738,56442366.14,57414002.48,-123061164.4
167,68.565765,294.7912934,53744448.26,57413306.86,-124263038.4
168,69.70106862,294.591992,51020955.92,57412611.03,-125405793.6
169,70.83812419,294.4058316,48273184.4,57411914.98,-126488886.1
170,71.97680266,294.2324083,45502440.55,57411218.71,-127511800.5
171,73.11698085,294.0713503,42710042.11,57410522.23,-128474050.1
172,74.25854088,293.9223164,39897317.16,57409825.54,-129375176.9
173,75.40136975,293.7849943,37065603.44,57409128.63,-130214751.9
