(index + 1),Azimuth[index],Elevation[index],SunXComponents[index],SunYComponents[index],SunZComponents[index]
1,156.5507218,9.906003801,-134950076,57663270.06,10112242.31
2,156.3058164,12.7149496,-134697506.5,57663270.06,13061812.07
3,156.0018415,15.45749931,-134381793.8,57662654.06,15996180.65
4,155.6410144,18.12262975,-134002163.9,57662037.85,18922971.9
5,155.2258264,20.70132381,-133558797.1,57661421.42,21840793.72
6,154.7589681,23.18660138,-133051904.1,57660804.77,24748258.29
7,154.2432587,25.57345329,-132481725.8,57660187.9,27643982.69
8,153.68158,27.85870011,-131848532.9,57659570.82,30526589.58
9,153.0768206,30.04079945,-131152626.7,57658953.52,33394707.86
10,152.4318278,32.11962411,-130394337.6,57658336.01,36246973.33
11,151.7493705,34.09623039,-129574026.3,57657718.27,39082029.3
12,151.0321107,35.97263128,-128692082.6,57657100.32,41898527.28
13,150.2825832,37.75158499,-127748925.8,57656482.16,44695127.58
14,149.5031828,39.43640544,-126745004.2,57655863.77,47470500
15,148.6961573,41.03079767,-125680795.1,57655245.17,50223324.4
16,147.8636049,42.53871893,-124556804.5,57654626.36,52952291.37
17,147.0074761,43.96426445,-123373566.7,57654007.32,55656102.86
18,146.1295771,45.31157586,-122131644.3,57653388.07,58333472.75
19,145.2315761,46.58476941,-120831627.8,57652768.6,60983127.51
20,144.3150107,47.78788148,-119474135.2,57652148.92,63603806.8
21,143.3812951,48.92482829,-118059812,57651529.02,66194264.02
22,142.4317292,49.99937756,-116589330.8,57650908.9,68753266.96
23,141.4675065,51.01512949,-115063390.6,57650288.57,71279598.38
24,140.4897222,51.97550541,-113482717.1,57649668.01,73772056.56
25,139.4993813,52.88374217,-111848061.8,57649047.25,76229455.87
26,138.4974063,53.74289104,-110160202.1,57648426.26,78650627.39
27,137.4846435,54.55581991,-108419940.6,57647805.06,81034419.39
28,136.4618705,55.32521792,-106628104.7,57647183.64,83379697.93
29,135.4298015,56.05360175,-104785546.5,57646562.01,85685347.39
30,134.3890934,56.74332309,-102893142.3,57645940.15,87950270.98
31,133.3403505,57.39657679,-100951791.8,57645318.08,90173391.29
32,132.2841296,58.01540929,-98962418.34,57644695.8,92353650.77
33,131.2209442,58.60172728,-96925967.87,57644073.3,94490012.28
34,130.151268,59.1573062,-94843408.82,57643450.58,96581459.52
35,129.0755391,59.68379855,-92715731.54,57642827.64,98626997.58
36,127.9941625,60.18274191,-90543947.85,57642204.49,100625653.4
37,126.9075137,60.65556662,-88329090.54,57641581.12,102576476.1
38,125.8159407,61.10360297,-86072212.89,57640957.53,104478537.7
39,124.7197671,61.5280881,-83774388.2,57640333.73,106330933.3
