(index + 1),Azimuth[index],Elevation[index],SunXComponents[index],SunYComponents[index],SunZComponents[index]
1,122.497272,62.30393944,-79030084.09,57663270.06,109892859.7
2,121.3890909,62.66419149,-76608233.63,57663270.06,111595326.5
3,120.2773964,63.00503895,-74157440.29,57662654.06,113239651.8
4,119.1624168,63.32733998,-71671366.35,57662037.85,114830143
5,118.044366,63.63189203,-69151194.14,57661421.42,116366043.5
6,116.923445,63.91943589,-66598122.18,57660804.77,117846622.5
7,115.7998426,64.19065942,-64013364.67,57660187.9,119271175.7
8,114.6737368,64.44620109,-61398150.88,57659570.82,120639025.2
9,113.5452955,64.6866531,-58753724.56,57658953.52,121949520.4
10,112.4146772,64.91256432,-56081343.37,57658336.01,123202037.6
11,111.2820323,65.12444302,-53382278.26,57657718.27,124395980.9
12,110.1475035,65.32275925,-50657812.9,57657100.32,125530782.2
13,109.0112262,65.50794717,-47909243.01,57656482.16,126605901.5
14,107.8733298,65.68040706,-45137875.81,57655863.77,127620827.4
15,106.7339375,65.8405072,-42345029.35,57655245.17,128575076.7
16,105.5931675,65.9885856,-39532031.92,57654626.36,129468195.4
17,104.451133,66.12495154,-36700221.37,57654007.32,130299758.6
18,103.307943,66.24988697,-33850944.53,57653388.07,131069370.3
19,102.1637023,66.36364778,-30985556.53,57652768.6,131776664.5
20,101.0185125,66.46646496,-28105420.17,57652148.92,132421304.3
21,99.87247182,66.5585456,-25211905.27,57651529.02,133002983.1
22,98.72567578,66.64007381,-22306388.03,57650908.9,133521423.8
23,97.57821739,66.71121153,-19390250.33,57650288.57,133976379.7
24,96.43018756,66.77209923,-16464879.15,57649668.01,134367634.1
25,95.28167534,66.8228565,-13531665.84,57649047.25,134695000.6
26,94.13276825,66.86358256,-10592005.5,57648426.26,134958323.5
27,92.98355257,66.89435671,-7647296.27,57647805.06,135157477.1
28,91.83411361,66.91523863,-4698938.739,57647183.64,135292366.4
29,90.68453595,66.92626869,-1748335.212,57646562.01,135362927.2
30,89.53490379,66.92746804,1203110.926,57645940.15,135369125.6
31,88.38530113,66.91883876,4153995.885,57645318.08,135310958.4
32,87.23581208,66.90036386,7102916.137,57644695.8,135188453
33,86.08652111,66.87200716,10048469.08,57644073.3,135001667.5
34,84.93751334,66.83371322,12989253.72,57643450.58,134750690.4
35,83.78887478,66.78540702,15923871.3,57642827.64,134435640.9
36,82.64069264,66.7269937,18850926.03,57642204.49,134056668.5
37,81.49305557,66.65835811,21769025.67,57641581.12,133613953.4
38,80.34605399,66.57936436,24676782.26,57640957.53,133107705.8
39,79.19978041,66.48985519,27572812.74,57640333.73,132538166.2
40,78.0543297,66.38965134,30455739.64,57639709.71,131905605.4
41,76.90979944,66.2785507,33324191.71,57639085.47,131210323.9
42,75.7662903,66.15632749,36176804.56,57638461.02,130452652.2
43,74.62390638,66.02273122,39012221.36,57637836.35,129632950.4
44,73.48275562,65.87748558,41829093.42,57637211.46,128751608.2
45,72.34295022,65.72028718,44626080.9,57636586.36,127809044.6
46,71.20460706,65.55080421,47401853.39,57635961.04,126805707.5
47,70.06784823,65.36867488,50155090.57,57635335.5,125742074.1
48,68.93280152,65.17350576,52884482.84,57634709.75,124618649.9
49,67.79960098,64.96486992,55588731.92,57634083.78,123435969.1
50,66.66838753,64.74230492,58266551.5,57633457.59,122194593.9
51,65.53930959,64.5053106,60916667.84,57632831.19,120895114.6
52,64.41252384,64.25334664,63537820.35,57632204.57,119538149.1
53,63.28819595,63.98582995,66128762.22,57631577.73,118124342.4
54,62.16650143,63.70213173,68688261.02,57630950.68,116654366.9
55,61.04762657,63.40157442,71215099.25,57630323.41,115128921.5
56,59.93176942,63.08342819,73708074.95,57629695.92,113548731.5
57,58.81914089,62.74690728,76166002.25,57629068.22,111914548.3
58,57.70996597,62.39116598,78587711.97,57628440.29,110227149
59,56.60448507,62.01529424,80972052.13,57627812.16,108487336
60,55.50295541,61.61831295,83317888.52,57627183.8,106695936.5
61,54.40565269,61.19916883,85624105.24,57626555.23,104853802.3
62,53.3128728,60.75672897,87889605.25,57625926.44,102961809.6
63,52.2249338,60.28977487,90113310.85,57625297.44,101020857.9
64,51.142178,59.79699612,92294164.21,57624668.22,99031870.3
65,50.06497435,59.27698365,94431127.91,57624038.78,96995792.57
66,48.99372104,58.72822253,96523185.36,57623409.13,94913592.98
67,47.92884834,58.14908436,98569341.35,57622779.26,92786261.69
68,46.87082175,57.53781931,100568622.5,57622149.17,90614810.37
69,45.82014548,56.89254779,102520077.7,57621518.87,88400271.65
70,44.77736628,56.21125196,104422778.6,57620888.35,86143698.65
71,43.74307762,55.49176707,106275820,57620257.61,83846164.53
72,42.7179243,54.73177282,108078320.5,57619626.65,81508761.88
73,41.70260751,53.92878512,109829422.4,57618995.48,79132602.3
74,40.69789034,53.08014833,111528292.7,57618364.1,76718815.81
75,39.70460371,52.18302863,113174123.1,57617732.49,74268550.34
76,38.72365292,51.23440884,114766130.8,57617100.67,71782971.15
77,37.75602455,50.23108554,116303558.1,57616468.63,69263260.34
78,36.80279392,49.16966929,117785673.8,57615836.38,66710616.22
79,35.8651329,48.04658898,119211772.5,57615203.91,64126252.78
80,34.9443181,46.8581018,120581176,57614571.22,61511399.09
81,34.04173919,45.60031026,121893232.5,57613938.32,58867298.74
82,33.15890732,44.2691883,123147317.8,57613305.2,56195209.23
83,32.29746313,42.86061872,124342835.2,57612671.86,53496401.37
84,31.45918427,41.37044435,125479215.8,57612038.31,50772158.7
85,30.64599167,39.79453592,126555919,57611404.54,48023776.85
86,29.85995412,38.12887928,127572432.4,57610770.55,45252562.94
87,29.10329038,36.36968477,128528272.2,57610136.35,42459834.94
88,28.37836773,34.5135211,129422983.7,57609501.93,39646921.1
89,27.6876962,32.55747494,130256141,57608867.29,36815159.22
90,27.03391694,30.49933608,131027347.6,57608232.44,33965896.11
91,26.41978383,28.33780554,131736236.5,57607597.37,31100486.89
92,25.84813684,26.07272107,132382470.2,57606962.08,28220294.38
93,25.32186649,23.70529037,132965741.2,57606326.58,25326688.42
94,24.84386842,21.23831805,133485771.8,57605690.86,22421045.25
95,24.41698853,18.67640801,133942314.3,57605054.92,19504746.83
96,24.0439592,16.02611914,134335151.5,57604418.77,16579180.2
97,23.72732872,13.29605054,134664096.2,57603782.4,13645736.81
98,23.46938694,10.49683359,134928991.7,57603145.81,10705811.86
99,23.27209118,7.641013045,135129711.8,57602509.01,7760803.641
100,23.13699739,4.742808237,135266160.7,57601871.99,4812112.87
101,23.06520168,1.817757877,135338273.3,57601234.76,1861142.017
102,23.0572971,358.8822659,135346015.1,57600597.3,-1090705.358
103,23.11334964,355.9530788,135289382.2,57599959.64,-4042025.271
104,23.23289547,353.0467358,135168401.1,57599321.75,-6991413.984
105,23.41495988,350.1790353,134983129.3,57598683.65,-9937468.672
106,23.658096,347.3645603,134733654.5,57598045.33,-12878788.09
107,23.96043998,344.6162969,134420095.2,57597406.79,-15813973.24
108,24.31977769,341.9453654,134042600.3,57596768.04,-18741628.04
109,24.733618,339.3608726,133601349.1,57596129.08,-21660359.98
110,25.19926749,336.8698775,133096551.2,57595489.89,-24568780.78
111,25.71390232,334.4774556,132528446.4,57594850.49,-27465507.07
112,26.27463381,332.1868392,131897304.7,57594210.87,-30349161.05
113,26.87856574,329.9996107,131203426.1,57593571.04,-33218371.1
114,27.52284209,327.9159248,130447140.3,57592930.99,-36071772.49
115,28.20468498,325.9347425,129628806.9,57592290.72,-38908007.99
116,28.92142347,324.0540588,128748814.7,57591650.24,-41725728.54
117,29.67051389,322.2711162,127807582.2,57591009.54,-44523593.87
118,30.44955295,320.5825954,126805556.7,57590368.62,-47300273.16
