(index + 1),Azimuth[index],Elevation[index],SunXComponents[index],SunYComponents[index],SunZComponents[index]
1,58.8023643,62.72395936,76195827.7,57663270.06,111877424
2,57.69342464,62.36770302,78623947.61,57663270.06,110183910.8
3,56.58818726,61.99129327,81007331.39,57662654.06,108443314.6
4,55.48690993,61.59374977,83352194.48,57662037.85,106651153
5,54.38986892,61.17401799,85657421.45,57661421.42,104808278.4
6,53.29736074,60.73096367,87921915.72,57660804.77,102915567
7,52.20970409,60.26336692,90144600.09,57660187.9,100973918.9
8,51.12724201,59.76991588,92324417.22,57659570.82,98984257.42
9,50.05034421,59.24919999,94460330.18,57658953.52,96947528.69
10,48.97940969,58.69970277,96551322.88,57658336.01,94864701.28
11,47.91486961,58.11979423,98596400.64,57657718.27,92736765.66
12,46.85719042,57.50772296,100594590.6,57657100.32,90564733.77
13,45.80687737,56.86160775,102544942.1,57656482.16,88349638.54
14,44.76447828,56.17942918,104446527.5,57655863.77,86092533.36
15,43.73058781,55.45902093,106298441.9,57655245.17,83794491.61
16,42.70585204,54.69806125,108099804.6,57654626.36,81456606.17
17,41.6909735,53.89406468,109849758.4,57654007.32,79079988.85
18,40.68671673,53.04437446,111547470.8,57653388.07,76665769.88
19,39.69391419,52.14615583,113192134.3,57652768.6,74215097.41
20,38.71347282,51.19639105,114782966.2,57652148.92,71729136.9
21,37.74638093,50.1918766,116319209.9,57651529.02,69209070.61
22,36.79371566,49.12922349,117800134.3,57650908.9,66656097.04
23,35.85665078,48.00486183,119225035,57650288.57,64071430.33
24,34.93646486,46.81505094,120593233.9,57649668.01,61456299.7
25,34.0345496,45.5558966,121904080.1,57649047.25,58811948.87
26,33.15241818,44.22337741,123156950,57648426.26,56139635.45
27,32.29171327,42.81338251,124351247.4,57647805.06,53440630.38
28,31.45421447,41.32176307,125486404,57647183.64,50716217.27
29,30.64184455,39.74440049,126561879.7,57646562.01,47967691.85
30,29.85667393,38.07729393,127577162.7,57645940.15,45196361.3
31,29.10092268,36.3166701,128531770,57645318.08,42403543.65
32,28.37695903,34.45911733,129425247.2,57644695.8,39590567.17
33,27.68729336,32.50174544,130257169.2,57644073.3,36758769.72
34,27.03456653,30.44237091,131027140.1,57643450.58,33909498.12
35,26.42153126,28.27972489,131734793.3,57642827.64,31044107.48
36,25.85102539,26.01367826,132379792.1,57642204.49,28163960.62
37,25.32593611,23.64547408,132961829.5,57641581.12,25270427.37
38,24.84915452,21.17795346,133480628.3,57640957.53,22364883.91
39,24.42352059,18.61575633,133935941.6,57640333.73,19448712.16
40,24.05175942,15.9654752,134327552.6,57639709.71,16523299.11
41,23.73641071,13.23573822,134655274.8,57639085.47,13590036.12
42,23.4797546,10.43719891,134918952.1,57638461.02,10650318.31
43,23.28373781,7.582415056,135118458.8,57637836.35,7705543.88
44,23.14990517,4.685608239,135253699.8,57637211.46,4757113.421
45,23.07934158,1.762307505,135324610.5,57636586.36,1806429.282
46,23.07262928,358.828895,135331156.9,57635961.04,-1145105.115
47,23.12982425,355.9020846,135273335.7,57635335.5,-4096085.936
48,23.25045393,352.9983728,135151174.1,57634709.75,-7045109.607
49,23.43353643,350.1335089,134964730.1,57634083.78,-9990773.478
50,23.67761953,347.3220224,134714092,57633457.59,-12931676.49
51,23.98083584,344.5768453,134399378.7,57632831.19,-15866419.86
52,24.34096956,341.9090455,134020739.9,57632204.57,-18793607.69
53,24.75552954,339.3276815,133578355.2,57631577.73,-21711847.72
54,25.22182386,336.8397698,133072434.9,57630950.68,-24619751.9
55,25.73703132,334.4503503,132503219.3,57630323.41,-27515937.11
56,26.29826686,332.1626269,131870979,57629695.92,-30399025.79
57,26.90263851,329.9781607,131176014.4,57629068.22,-33267646.62
58,27.54729489,327.8970917,130418655.8,57628440.29,-36120435.14
59,28.22946299,325.9183716,129599263.2,57627812.16,-38956034.42
60,28.94647675,324.0399915,128718226.1,57627183.8,-41773095.69
61,29.69579724,322.2591933,127775963.3,57626555.23,-44570279.02
62,30.47502578,320.5726611,126772922.8,57625926.44,-47346253.9
63,31.28191095,318.9766856,125709581.4,57625297.44,-50099699.92
